"curveId","설명","semantic","interpolation","evidenceGrade","hours","value","basis"
"RCV_JOINT_PROTECTION_SHORT","짧은 관절보호 기능저하","UNRESOLVED_JOINT_PROTECTION_DEFICIT","PCHIP_MONOTONE","FUNCTIONAL_PROXY","6","0.2","통제된 운동 후 고유감각·동적 안정화의 짧은 잔여 prior."
"RCV_JOINT_PROTECTION_SHORT","짧은 관절보호 기능저하","UNRESOLVED_JOINT_PROTECTION_DEFICIT","PCHIP_MONOTONE","FUNCTIONAL_PROXY","12","0.06","통제된 운동 후 고유감각·동적 안정화의 짧은 잔여 prior."
"RCV_JOINT_PROTECTION_SHORT","짧은 관절보호 기능저하","UNRESOLVED_JOINT_PROTECTION_DEFICIT","PCHIP_MONOTONE","FUNCTIONAL_PROXY","24","0","통제된 운동 후 고유감각·동적 안정화의 짧은 잔여 prior."
"RCV_JOINT_PROTECTION_COD","방향전환·감속 관절보호","UNRESOLVED_JOINT_PROTECTION_DEFICIT","PCHIP_MONOTONE","DIRECT_PLUS_SPORT_PROXY","0","1","간헐운동 무릎 이완성 및 배드민턴 피로 후 착지·발목 제어 변화."
"RCV_JOINT_PROTECTION_COD","방향전환·감속 관절보호","UNRESOLVED_JOINT_PROTECTION_DEFICIT","PCHIP_MONOTONE","DIRECT_PLUS_SPORT_PROXY","6","0.66","간헐운동 무릎 이완성 및 배드민턴 피로 후 착지·발목 제어 변화."
"RCV_JOINT_PROTECTION_COD","방향전환·감속 관절보호","UNRESOLVED_JOINT_PROTECTION_DEFICIT","PCHIP_MONOTONE","DIRECT_PLUS_SPORT_PROXY","24","0.32","간헐운동 무릎 이완성 및 배드민턴 피로 후 착지·발목 제어 변화."
"RCV_JOINT_PROTECTION_COD","방향전환·감속 관절보호","UNRESOLVED_JOINT_PROTECTION_DEFICIT","PCHIP_MONOTONE","DIRECT_PLUS_SPORT_PROXY","48","0.08","간헐운동 무릎 이완성 및 배드민턴 피로 후 착지·발목 제어 변화."
"RCV_JOINT_PROTECTION_COD","방향전환·감속 관절보호","UNRESOLVED_JOINT_PROTECTION_DEFICIT","PCHIP_MONOTONE","DIRECT_PLUS_SPORT_PROXY","72","0","간헐운동 무릎 이완성 및 배드민턴 피로 후 착지·발목 제어 변화."
"RCV_SHOULDER_SENSORIMOTOR_24","견갑·회전근개 감각운동 회복","UNRESOLVED_JOINT_PROTECTION_DEFICIT","PCHIP_MONOTONE","DIRECT_HUMAN_FUNCTIONAL","0","1","테니스 선수의 피로 후 견갑 상방회전 저하가 24시간 내 기준 복귀."
"RCV_SHOULDER_SENSORIMOTOR_24","견갑·회전근개 감각운동 회복","UNRESOLVED_JOINT_PROTECTION_DEFICIT","PCHIP_MONOTONE","DIRECT_HUMAN_FUNCTIONAL","2","0.68","테니스 선수의 피로 후 견갑 상방회전 저하가 24시간 내 기준 복귀."
"RCV_SHOULDER_SENSORIMOTOR_24","견갑·회전근개 감각운동 회복","UNRESOLVED_JOINT_PROTECTION_DEFICIT","PCHIP_MONOTONE","DIRECT_HUMAN_FUNCTIONAL","6","0.38","테니스 선수의 피로 후 견갑 상방회전 저하가 24시간 내 기준 복귀."
"RCV_SHOULDER_SENSORIMOTOR_24","견갑·회전근개 감각운동 회복","UNRESOLVED_JOINT_PROTECTION_DEFICIT","PCHIP_MONOTONE","DIRECT_HUMAN_FUNCTIONAL","12","0.16","테니스 선수의 피로 후 견갑 상방회전 저하가 24시간 내 기준 복귀."
"RCV_SHOULDER_SENSORIMOTOR_24","견갑·회전근개 감각운동 회복","UNRESOLVED_JOINT_PROTECTION_DEFICIT","PCHIP_MONOTONE","DIRECT_HUMAN_FUNCTIONAL","24","0","테니스 선수의 피로 후 견갑 상방회전 저하가 24시간 내 기준 복귀."
"RCV_SHOULDER_OVERHEAD_72","고량 오버헤드·스매시/투구 회복","UNRESOLVED_FUNCTIONAL_DEFICIT","PCHIP_MONOTONE","DIRECT_THROWING_PROXY","0","1","투구 직후 회전근개·상완이두 장두·견갑 지표 변화가 72시간 내 복귀한 인간 연구 proxy."
"RCV_SHOULDER_OVERHEAD_72","고량 오버헤드·스매시/투구 회복","UNRESOLVED_FUNCTIONAL_DEFICIT","PCHIP_MONOTONE","DIRECT_THROWING_PROXY","6","0.72","투구 직후 회전근개·상완이두 장두·견갑 지표 변화가 72시간 내 복귀한 인간 연구 proxy."
"RCV_SHOULDER_OVERHEAD_72","고량 오버헤드·스매시/투구 회복","UNRESOLVED_FUNCTIONAL_DEFICIT","PCHIP_MONOTONE","DIRECT_THROWING_PROXY","24","0.46","투구 직후 회전근개·상완이두 장두·견갑 지표 변화가 72시간 내 복귀한 인간 연구 proxy."
"RCV_SHOULDER_OVERHEAD_72","고량 오버헤드·스매시/투구 회복","UNRESOLVED_FUNCTIONAL_DEFICIT","PCHIP_MONOTONE","DIRECT_THROWING_PROXY","48","0.18","투구 직후 회전근개·상완이두 장두·견갑 지표 변화가 72시간 내 복귀한 인간 연구 proxy."
"RCV_SHOULDER_OVERHEAD_72","고량 오버헤드·스매시/투구 회복","UNRESOLVED_FUNCTIONAL_DEFICIT","PCHIP_MONOTONE","DIRECT_THROWING_PROXY","72","0.03","투구 직후 회전근개·상완이두 장두·견갑 지표 변화가 72시간 내 복귀한 인간 연구 proxy."
"RCV_SHOULDER_OVERHEAD_72","고량 오버헤드·스매시/투구 회복","UNRESOLVED_FUNCTIONAL_DEFICIT","PCHIP_MONOTONE","DIRECT_THROWING_PROXY","84","0","투구 직후 회전근개·상완이두 장두·견갑 지표 변화가 72시간 내 복귀한 인간 연구 proxy."
"RCV_GRIP_FOREARM_FAST","그립·전완 빠른 기능회복","UNRESOLVED_FUNCTIONAL_DEFICIT","PCHIP_MONOTONE","CLASS_PROXY","0","1","일반 그립·손목 반복의 빠른 회복 prior; 편심·실패·통증 시 상향."
"RCV_GRIP_FOREARM_FAST","그립·전완 빠른 기능회복","UNRESOLVED_FUNCTIONAL_DEFICIT","PCHIP_MONOTONE","CLASS_PROXY","1","0.55","일반 그립·손목 반복의 빠른 회복 prior; 편심·실패·통증 시 상향."
"RCV_GRIP_FOREARM_FAST","그립·전완 빠른 기능회복","UNRESOLVED_FUNCTIONAL_DEFICIT","PCHIP_MONOTONE","CLASS_PROXY","3","0.28","일반 그립·손목 반복의 빠른 회복 prior; 편심·실패·통증 시 상향."
"RCV_GRIP_FOREARM_FAST","그립·전완 빠른 기능회복","UNRESOLVED_FUNCTIONAL_DEFICIT","PCHIP_MONOTONE","CLASS_PROXY","6","0.12","일반 그립·손목 반복의 빠른 회복 prior; 편심·실패·통증 시 상향."
"RCV_GRIP_FOREARM_FAST","그립·전완 빠른 기능회복","UNRESOLVED_FUNCTIONAL_DEFICIT","PCHIP_MONOTONE","CLASS_PROXY","12","0.03","일반 그립·손목 반복의 빠른 회복 prior; 편심·실패·통증 시 상향."
"RCV_GRIP_FOREARM_FAST","그립·전완 빠른 기능회복","UNRESOLVED_FUNCTIONAL_DEFICIT","PCHIP_MONOTONE","CLASS_PROXY","24","0","일반 그립·손목 반복의 빠른 회복 prior; 편심·실패·통증 시 상향."
"RCV_TENDON_FAST_MECHANICAL","건 급성 기계상태","UNRESOLVED_FAST_MECHANICAL_STATE","PCHIP_MONOTONE","DIRECT_LOWER_TENDON_TRANSFER","0","1","아킬레스·슬개건 반복부하의 creep/횡변형 회복을 타 건에 제한적 class transfer."
"RCV_TENDON_FAST_MECHANICAL","건 급성 기계상태","UNRESOLVED_FAST_MECHANICAL_STATE","PCHIP_MONOTONE","DIRECT_LOWER_TENDON_TRANSFER","2","0.52","아킬레스·슬개건 반복부하의 creep/횡변형 회복을 타 건에 제한적 class transfer."
"RCV_TENDON_FAST_MECHANICAL","건 급성 기계상태","UNRESOLVED_FAST_MECHANICAL_STATE","PCHIP_MONOTONE","DIRECT_LOWER_TENDON_TRANSFER","7","0.18","아킬레스·슬개건 반복부하의 creep/횡변형 회복을 타 건에 제한적 class transfer."
"RCV_TENDON_FAST_MECHANICAL","건 급성 기계상태","UNRESOLVED_FAST_MECHANICAL_STATE","PCHIP_MONOTONE","DIRECT_LOWER_TENDON_TRANSFER","24","0","아킬레스·슬개건 반복부하의 creep/횡변형 회복을 타 건에 제한적 class transfer."
"RCV_TENDON_MATRIX_ACTIVITY","건·근막 콜라겐 재형성 활성","BIOLOGICAL_ACTIVITY_NOT_FATIGUE","PCHIP_SHAPE_PRESERVING","DIRECT_HUMAN_BIOLOGICAL","0","0","사람 슬개건/아킬레스건 콜라겐 합성·turnover 시간경과. readiness 차단값이 아님."
"RCV_TENDON_MATRIX_ACTIVITY","건·근막 콜라겐 재형성 활성","BIOLOGICAL_ACTIVITY_NOT_FATIGUE","PCHIP_SHAPE_PRESERVING","DIRECT_HUMAN_BIOLOGICAL","6","0.55","사람 슬개건/아킬레스건 콜라겐 합성·turnover 시간경과. readiness 차단값이 아님."
"RCV_TENDON_MATRIX_ACTIVITY","건·근막 콜라겐 재형성 활성","BIOLOGICAL_ACTIVITY_NOT_FATIGUE","PCHIP_SHAPE_PRESERVING","DIRECT_HUMAN_BIOLOGICAL","24","1","사람 슬개건/아킬레스건 콜라겐 합성·turnover 시간경과. readiness 차단값이 아님."
"RCV_TENDON_MATRIX_ACTIVITY","건·근막 콜라겐 재형성 활성","BIOLOGICAL_ACTIVITY_NOT_FATIGUE","PCHIP_SHAPE_PRESERVING","DIRECT_HUMAN_BIOLOGICAL","48","0.55","사람 슬개건/아킬레스건 콜라겐 합성·turnover 시간경과. readiness 차단값이 아님."
"RCV_TENDON_MATRIX_ACTIVITY","건·근막 콜라겐 재형성 활성","BIOLOGICAL_ACTIVITY_NOT_FATIGUE","PCHIP_SHAPE_PRESERVING","DIRECT_HUMAN_BIOLOGICAL","72","0.25","사람 슬개건/아킬레스건 콜라겐 합성·turnover 시간경과. readiness 차단값이 아님."
"RCV_TENDON_MATRIX_ACTIVITY","건·근막 콜라겐 재형성 활성","BIOLOGICAL_ACTIVITY_NOT_FATIGUE","PCHIP_SHAPE_PRESERVING","DIRECT_HUMAN_BIOLOGICAL","120","0","사람 슬개건/아킬레스건 콜라겐 합성·turnover 시간경과. readiness 차단값이 아님."
"RCV_LIGAMENT_FAST_CREEP","인대 급성 creep·이완성","UNRESOLVED_FAST_MECHANICAL_STATE","PCHIP_MONOTONE","DIRECT_KNEE_LIGAMENT_TRANSFER","0","1","무릎 반복부하·게임형 운동의 이완성 자료를 다른 인대에 보수적 class proxy."
"RCV_LIGAMENT_FAST_CREEP","인대 급성 creep·이완성","UNRESOLVED_FAST_MECHANICAL_STATE","PCHIP_MONOTONE","DIRECT_KNEE_LIGAMENT_TRANSFER","1","0.48","무릎 반복부하·게임형 운동의 이완성 자료를 다른 인대에 보수적 class proxy."
"RCV_LIGAMENT_FAST_CREEP","인대 급성 creep·이완성","UNRESOLVED_FAST_MECHANICAL_STATE","PCHIP_MONOTONE","DIRECT_KNEE_LIGAMENT_TRANSFER","5","0.12","무릎 반복부하·게임형 운동의 이완성 자료를 다른 인대에 보수적 class proxy."
"RCV_LIGAMENT_FAST_CREEP","인대 급성 creep·이완성","UNRESOLVED_FAST_MECHANICAL_STATE","PCHIP_MONOTONE","DIRECT_KNEE_LIGAMENT_TRANSFER","12","0.03","무릎 반복부하·게임형 운동의 이완성 자료를 다른 인대에 보수적 class proxy."
"RCV_LIGAMENT_FAST_CREEP","인대 급성 creep·이완성","UNRESOLVED_FAST_MECHANICAL_STATE","PCHIP_MONOTONE","DIRECT_KNEE_LIGAMENT_TRANSFER","24","0","무릎 반복부하·게임형 운동의 이완성 자료를 다른 인대에 보수적 class proxy."
"RCV_CARTILAGE_FAST_LOWER","하지 연골 급성 변형·수분","UNRESOLVED_FAST_MECHANICAL_STATE","PCHIP_MONOTONE","DIRECT_HUMAN_LOWER_CARTILAGE","0","1","무릎·발목 연골 형태 및 MRI 신호가 수십 분–24시간에 복귀한 인간 생체 연구."
"RCV_CARTILAGE_FAST_LOWER","하지 연골 급성 변형·수분","UNRESOLVED_FAST_MECHANICAL_STATE","PCHIP_MONOTONE","DIRECT_HUMAN_LOWER_CARTILAGE","0.5","0.58","무릎·발목 연골 형태 및 MRI 신호가 수십 분–24시간에 복귀한 인간 생체 연구."
"RCV_CARTILAGE_FAST_LOWER","하지 연골 급성 변형·수분","UNRESOLVED_FAST_MECHANICAL_STATE","PCHIP_MONOTONE","DIRECT_HUMAN_LOWER_CARTILAGE","1.5","0.28","무릎·발목 연골 형태 및 MRI 신호가 수십 분–24시간에 복귀한 인간 생체 연구."
"RCV_CARTILAGE_FAST_LOWER","하지 연골 급성 변형·수분","UNRESOLVED_FAST_MECHANICAL_STATE","PCHIP_MONOTONE","DIRECT_HUMAN_LOWER_CARTILAGE","6","0.1","무릎·발목 연골 형태 및 MRI 신호가 수십 분–24시간에 복귀한 인간 생체 연구."
"RCV_CARTILAGE_FAST_LOWER","하지 연골 급성 변형·수분","UNRESOLVED_FAST_MECHANICAL_STATE","PCHIP_MONOTONE","DIRECT_HUMAN_LOWER_CARTILAGE","24","0","무릎·발목 연골 형태 및 MRI 신호가 수십 분–24시간에 복귀한 인간 생체 연구."
"RCV_CARTILAGE_UPPER_PROXY","상지 관절·섬유연골 급성 상태 proxy","UNRESOLVED_FAST_MECHANICAL_STATE","PCHIP_MONOTONE","LOW_CONFIDENCE_CLASS_PROXY","0","1","상지 연골/TFCC 직접 회복곡선 부족. 하지 연골 및 관절접촉 기능자료의 보수적 전이."
"RCV_CARTILAGE_UPPER_PROXY","상지 관절·섬유연골 급성 상태 proxy","UNRESOLVED_FAST_MECHANICAL_STATE","PCHIP_MONOTONE","LOW_CONFIDENCE_CLASS_PROXY","2","0.62","상지 연골/TFCC 직접 회복곡선 부족. 하지 연골 및 관절접촉 기능자료의 보수적 전이."
