sourceSegment,번호,운동명,exerciseStableKey,bodyRegion,forceType,movementPattern,movementCategory,laterality,plane,대표연구운동,운동군,운동군_ko,연구구분,계산유형,입력단위,loadUnitStableKey,loadUnitCode,분석단위명,조직유형,jointComplexStableKey,jointComplexCode,관절복합체명,primaryTissueStableKey,componentTissueStableKeys,componentTissueCodes,componentTissueNamesKo,componentCount,mappingRoles,M,S_rapidity,C,P_load_profile,P_한국어,P_D_role,P_runtime_rule,DoseBasis,DoseUnit,DoseRule,bodyWeightCoefficient,ContextFlags,C_runtime_policy,연구코드,근거강도,근거URL,점수산정근거,상태,점수버전,metadata_updated_at,S_rapidity_basis,transferSourceExerciseKey,transferSourceExerciseName,mappingConfidence,familyImportance,scoreStatus,catalogVersion,stableKeyMappingStatus
LOWER_90,21,스플릿 스쿼트,ex_f2a79d37,LOWER,LOWER_BODY,KNEE_DOMINANT|LOWER_BODY_STRENGTH|SQUAT_PATTERN|UNILATERAL_LOWER|HIP_STABILITY_SUPPORT,STRENGTH,ALTERNATING,SAGITTAL,N,KNEE_DOMINANT,,신규 연구,혼합 반복,1회 또는 kg·회,lu_d7b54824bb,lu_patellar_tendon,슬개건,TENDON,jc_4201fb72f3,jc_knee_patellofemoral,슬개대퇴 복합체,tissue_816066da61,tissue_816066da61,tissue_patellar_tendon,슬개건,1,LEGACY_SCORE_TARGET,6,3.1,8,SMOOTH_CYCLE,완만한 상하 반복,D_PRIMARY_REPETITION,D의 반복·세트·주기 수를 사용. cumulative = M × reps/cycles × sets × load/ROM/effort modifiers. S는 부하 급속도 성분으로 별도 보존하며 P 자체는 숫자 승수가 아님.,WEIGHTED_REPETITION,유효중량·회,effectiveLoad × reps × sets × ROM × effortModifier. 템포 지속시간은 필요 시 별도 duration modifier.,,ALTERNATING|SAGITTAL|UNILATERAL_LOWER|HIP_STABILITY_SUPPORT,C 원점수 직접 합산 금지. ContextFlags를 조직별 bounded modifier로 변환(권장 0.85–1.20); 근거가 약하면 1.0으로 수축.,T01→근접; J12,관절 중간 / 건 중간 / 인대 낮음~중간,"https://pmc.ncbi.nlm.nih.gov/articles/PMC10925836/
https://pmc.ncbi.nlm.nih.gov/articles/PMC10667687/",일반 스플릿 스쿼트로 앞발 높이 보정 제거. 받침 높이·보폭·전방 무릎 이동에 민감. 직접 동일조건 연구 부족.,S 급속도·P 유형 적용 연구 시안,REL-MSCP-D-0.4,1781278881407,controlled_strength; base=3.1; tissue=exercise_base; MT01/MT02/MT03,,,HIGH,,EXISTING_SCORE_MIGRATED,CTM-0.1,MAPPED_EXACT
LOWER_90,21,스플릿 스쿼트,ex_f2a79d37,LOWER,LOWER_BODY,KNEE_DOMINANT|LOWER_BODY_STRENGTH|SQUAT_PATTERN|UNILATERAL_LOWER|HIP_STABILITY_SUPPORT,STRENGTH,ALTERNATING,SAGITTAL,N,KNEE_DOMINANT,,신규 연구,혼합 반복,1회 또는 kg·회,lu_9a06d0adb2,lu_patellofemoral_joint,슬개대퇴관절(PFJ),JOINT,jc_4201fb72f3,jc_knee_patellofemoral,슬개대퇴 복합체,tissue_91887f185f,tissue_91887f185f,tissue_patellofemoral_joint,슬개대퇴관절,1,LEGACY_SCORE_TARGET,6,3.1,8,SMOOTH_CYCLE,완만한 상하 반복,D_PRIMARY_REPETITION,D의 반복·세트·주기 수를 사용. cumulative = M × reps/cycles × sets × load/ROM/effort modifiers. S는 부하 급속도 성분으로 별도 보존하며 P 자체는 숫자 승수가 아님.,WEIGHTED_REPETITION,유효중량·회,effectiveLoad × reps × sets × ROM × effortModifier. 템포 지속시간은 필요 시 별도 duration modifier.,,ALTERNATING|SAGITTAL|UNILATERAL_LOWER|HIP_STABILITY_SUPPORT,C 원점수 직접 합산 금지. ContextFlags를 조직별 bounded modifier로 변환(권장 0.85–1.20); 근거가 약하면 1.0으로 수축.,J01→깊은 편측 근접; J12; J12,관절 중간 / 건 중간 / 인대 낮음~중간,"https://pmc.ncbi.nlm.nih.gov/articles/PMC10315869/
https://pmc.ncbi.nlm.nih.gov/articles/PMC10667687/",일반 스플릿 스쿼트로 앞발 높이 보정 제거. 받침 높이·보폭·전방 무릎 이동에 민감. 직접 동일조건 연구 부족.,S 급속도·P 유형 적용 연구 시안,REL-MSCP-D-0.4,1781278881407,controlled_strength; base=3.1; tissue=exercise_base; MT01/MT02/MT03,,,HIGH,,EXISTING_SCORE_MIGRATED,CTM-0.1,MAPPED_EXACT
LOWER_90,21,스플릿 스쿼트,ex_f2a79d37,LOWER,LOWER_BODY,KNEE_DOMINANT|LOWER_BODY_STRENGTH|SQUAT_PATTERN|UNILATERAL_LOWER|HIP_STABILITY_SUPPORT,STRENGTH,ALTERNATING,SAGITTAL,N,KNEE_DOMINANT,,신규 연구,혼합 반복,1회 또는 kg·회,lu_7d200f36f3,lu_pcl,후방십자인대(PCL),LIGAMENT,jc_ad7382e4b2,jc_knee_tibiofemoral,경골대퇴 복합체,tissue_01df1d3a7f,tissue_01df1d3a7f,tissue_pcl,후방십자인대(PCL),1,LEGACY_SCORE_TARGET,3.8,3.1,6.3,SMOOTH_CYCLE,완만한 상하 반복,D_PRIMARY_REPETITION,D의 반복·세트·주기 수를 사용. cumulative = M × reps/cycles × sets × load/ROM/effort modifiers. S는 부하 급속도 성분으로 별도 보존하며 P 자체는 숫자 승수가 아님.,WEIGHTED_REPETITION,유효중량·회,effectiveLoad × reps × sets × ROM × effortModifier. 템포 지속시간은 필요 시 별도 duration modifier.,,ALTERNATING|SAGITTAL|UNILATERAL_LOWER|HIP_STABILITY_SUPPORT,C 원점수 직접 합산 금지. ContextFlags를 조직별 bounded modifier로 변환(권장 0.85–1.20); 근거가 약하면 1.0으로 수축.,L01→근접; J12,관절 중간 / 건 중간 / 인대 낮음~중간,"https://pubmed.ncbi.nlm.nih.gov/15179161/
https://pmc.ncbi.nlm.nih.gov/articles/PMC10667687/",일반 스플릿 스쿼트로 앞발 높이 보정 제거. 받침 높이·보폭·전방 무릎 이동에 민감. 직접 동일조건 연구 부족.,S 급속도·P 유형 적용 연구 시안,REL-MSCP-D-0.4,1781278881407,controlled_strength; base=3.1; tissue=exercise_base; MT01/MT02/MT03,,,HIGH,,EXISTING_SCORE_MIGRATED,CTM-0.1,MAPPED_EXACT
LOWER_90,21,스플릿 스쿼트,ex_f2a79d37,LOWER,LOWER_BODY,KNEE_DOMINANT|LOWER_BODY_STRENGTH|SQUAT_PATTERN|UNILATERAL_LOWER|HIP_STABILITY_SUPPORT,STRENGTH,ALTERNATING,SAGITTAL,N,KNEE_DOMINANT,,신규 연구,혼합 반복,1회 또는 kg·회,lu_f4005dd228,lu_quadriceps_tendon,대퇴사두근건,TENDON,jc_4201fb72f3,jc_knee_patellofemoral,슬개대퇴 복합체,tissue_7545ba6787,tissue_7545ba6787,tissue_quadriceps_tendon,대퇴사두근건,1,LEGACY_SCORE_TARGET,5.6,3.1,7.3,SMOOTH_CYCLE,완만한 상하 반복,D_PRIMARY_REPETITION,D의 반복·세트·주기 수를 사용. cumulative = M × reps/cycles × sets × load/ROM/effort modifiers. S는 부하 급속도 성분으로 별도 보존하며 P 자체는 숫자 승수가 아님.,WEIGHTED_REPETITION,유효중량·회,effectiveLoad × reps × sets × ROM × effortModifier. 템포 지속시간은 필요 시 별도 duration modifier.,,ALTERNATING|SAGITTAL|UNILATERAL_LOWER|HIP_STABILITY_SUPPORT,C 원점수 직접 합산 금지. ContextFlags를 조직별 bounded modifier로 변환(권장 0.85–1.20); 근거가 약하면 1.0으로 수축.,T01→근접; J12,관절 중간 / 건 중간 / 인대 낮음~중간,"https://pmc.ncbi.nlm.nih.gov/articles/PMC10925836/
https://pmc.ncbi.nlm.nih.gov/articles/PMC10667687/",일반 스플릿 스쿼트로 앞발 높이 보정 제거. 받침 높이·보폭·전방 무릎 이동에 민감. 직접 동일조건 연구 부족.,S 급속도·P 유형 적용 연구 시안,REL-MSCP-D-0.4,1781278881407,controlled_strength; base=3.1; tissue=exercise_base; MT01/MT02/MT03,,,HIGH,,EXISTING_SCORE_MIGRATED,CTM-0.1,MAPPED_EXACT
LOWER_90,21,스플릿 스쿼트,ex_f2a79d37,LOWER,LOWER_BODY,KNEE_DOMINANT|LOWER_BODY_STRENGTH|SQUAT_PATTERN|UNILATERAL_LOWER|HIP_STABILITY_SUPPORT,STRENGTH,ALTERNATING,SAGITTAL,N,KNEE_DOMINANT,,신규 연구,혼합 반복,1회 또는 kg·회,lu_bf3f500760,lu_tibiofemoral_joint,경골대퇴관절(TFJ),JOINT,jc_ad7382e4b2,jc_knee_tibiofemoral,경골대퇴 복합체,tissue_23a874341a,tissue_23a874341a,tissue_tibiofemoral_joint,경골대퇴관절,1,LEGACY_SCORE_TARGET,5.3,3.1,6.8,SMOOTH_CYCLE,완만한 상하 반복,D_PRIMARY_REPETITION,D의 반복·세트·주기 수를 사용. cumulative = M × reps/cycles × sets × load/ROM/effort modifiers. S는 부하 급속도 성분으로 별도 보존하며 P 자체는 숫자 승수가 아님.,WEIGHTED_REPETITION,유효중량·회,effectiveLoad × reps × sets × ROM × effortModifier. 템포 지속시간은 필요 시 별도 duration modifier.,,ALTERNATING|SAGITTAL|UNILATERAL_LOWER|HIP_STABILITY_SUPPORT,C 원점수 직접 합산 금지. ContextFlags를 조직별 bounded modifier로 변환(권장 0.85–1.20); 근거가 약하면 1.0으로 수축.,J01→깊은 편측 근접; J12; J12,관절 중간 / 건 중간 / 인대 낮음~중간,"https://pmc.ncbi.nlm.nih.gov/articles/PMC10315869/
https://pmc.ncbi.nlm.nih.gov/articles/PMC10667687/",일반 스플릿 스쿼트로 앞발 높이 보정 제거. 받침 높이·보폭·전방 무릎 이동에 민감. 직접 동일조건 연구 부족.,S 급속도·P 유형 적용 연구 시안,REL-MSCP-D-0.4,1781278881407,controlled_strength; base=3.1; tissue=exercise_base; MT01/MT02/MT03,,,HIGH,,EXISTING_SCORE_MIGRATED,CTM-0.1,MAPPED_EXACT
UPPER_95,36,시티드 원암 케이블 로우,ex_a76f20b6,UPPER,PULL,PULL_HORIZONTAL|BACK_STRENGTH|SCAPULAR_RETRACTION|UNILATERAL_UPPER,STRENGTH,UNILATERAL,TRANSVERSE,N,ROW_SUPPORTED_OR_CABLE,지지·케이블 수평 로우,STRUCTURAL_TRANSFER,외부중량 반복,kg·회,lu_8df6cfe570,lu_ac_cc_ligament,견봉쇄골·오구쇄골 인대 복합체,LIGAMENT,jc_ffd0b0e192,jc_shoulder_scapuloclavicular,견갑·쇄골 복합체,,tissue_e9120f4563|tissue_7b4b07fabb,tissue_acromioclavicular_ligament|tissue_coracoclavicular_ligament,견봉쇄골인대|오구쇄골인대,2,STABILIZATION,2.9,2.9,6.2,SMOOTH_CYCLE,완만한 상하 반복,D_PRIMARY_REPETITION,D의 반복·세트·주기 수를 사용. cumulative = M × reps/cycles × sets × load/ROM/effort modifiers. S는 급속도 성분으로 별도 보존하며 P 자체는 숫자 승수가 아님.,WEIGHTED_REPETITION,유효중량·회,effectiveLoad × reps × sets × ROM × effortModifier,,UNILATERAL|TRANSVERSE|SCAPULAR_RETRACTION|PULL_HORIZONTAL|BACK_STRENGTH|SCAPULAR_RETRACTION|UNILATERAL_UPPER,C 원점수 직접 합산 금지. ContextFlags를 조직별 bounded modifier로 변환(권장 0.85–1.20); 근거가 약하면 1.0으로 수축.,U17; U18,낮음~중간,"https://pubmed.ncbi.nlm.nih.gov/19197209/
https://pubmed.ncbi.nlm.nih.gov/24947920/","지지·케이블 수평 로우 기준강도와 STABILIZATION 역할, lu_ac_cc_ligament의 운동군 민감도(0.45)를 결합해 M=2.9로 정규화했다. S=2.9는 운동의 대표 부하 상승 속도이며, C=6.2는 가동범위·관절위치·지지형태를 반영한다. 전이 기준 운동: 체스트 서포티드 로우. 추가 보정: 편측·비대칭 안정화 보정.",상체 MSC 연구·전이 시안,REL-MSCP-D-UPPER-0.1,1781278881407,controlled_strength; base=2.9; tissue=exercise_base; MT01/MT02/MT03,ex_8e51640a,체스트 서포티드 로우,MEDIUM,0.45,SCORED_RESEARCH_DRAFT,CTM-0.1,MAPPED_EXACT
UPPER_95,36,시티드 원암 케이블 로우,ex_a76f20b6,UPPER,PULL,PULL_HORIZONTAL|BACK_STRENGTH|SCAPULAR_RETRACTION|UNILATERAL_UPPER,STRENGTH,UNILATERAL,TRANSVERSE,N,ROW_SUPPORTED_OR_CABLE,지지·케이블 수평 로우,FAMILY_TRANSFER,외부중량 반복,kg·회,lu_211533cb7a,lu_acromioclavicular_joint,견봉쇄골관절,JOINT,jc_ffd0b0e192,jc_shoulder_scapuloclavicular,견갑·쇄골 복합체,tissue_36333205dc,tissue_36333205dc,tissue_acromioclavicular_joint,견봉쇄골관절,1,FORCE_TRANSFER,3.6,2.9,5.9,SMOOTH_CYCLE,완만한 상하 반복,D_PRIMARY_REPETITION,D의 반복·세트·주기 수를 사용. cumulative = M × reps/cycles × sets × load/ROM/effort modifiers. S는 급속도 성분으로 별도 보존하며 P 자체는 숫자 승수가 아님.,WEIGHTED_REPETITION,유효중량·회,effectiveLoad × reps × sets × ROM × effortModifier,,UNILATERAL|TRANSVERSE|SCAPULAR_RETRACTION|PULL_HORIZONTAL|BACK_STRENGTH|SCAPULAR_RETRACTION|UNILATERAL_UPPER,C 원점수 직접 합산 금지. ContextFlags를 조직별 bounded modifier로 변환(권장 0.85–1.20); 근거가 약하면 1.0으로 수축.,U17; U18,중간,"https://pubmed.ncbi.nlm.nih.gov/19197209/
https://pubmed.ncbi.nlm.nih.gov/24947920/","지지·케이블 수평 로우 기준강도와 FORCE_TRANSFER 역할, lu_acromioclavicular_joint의 운동군 민감도(0.55)를 결합해 M=3.6로 정규화했다. S=2.9는 운동의 대표 부하 상승 속도이며, C=5.9는 가동범위·관절위치·지지형태를 반영한다. 전이 기준 운동: 체스트 서포티드 로우. 추가 보정: 편측·비대칭 안정화 보정.",상체 MSC 연구·전이 시안,REL-MSCP-D-UPPER-0.1,1781278881407,controlled_strength; base=2.9; tissue=exercise_base; MT01/MT02/MT03,ex_8e51640a,체스트 서포티드 로우,HIGH,0.55,SCORED_RESEARCH_DRAFT,CTM-0.1,MAPPED_EXACT
UPPER_95,36,시티드 원암 케이블 로우,ex_a76f20b6,UPPER,PULL,PULL_HORIZONTAL|BACK_STRENGTH|SCAPULAR_RETRACTION|UNILATERAL_UPPER,STRENGTH,UNILATERAL,TRANSVERSE,N,ROW_SUPPORTED_OR_CABLE,지지·케이블 수평 로우,STRUCTURAL_TRANSFER,외부중량 반복,kg·회,lu_b929d8ffe5,lu_common_extensor_supinator_tendon,공통 신전·회외건 복합체,TENDON,jc_eadfb381fa,jc_elbow_flexion_extension,팔꿈치 굴신 복합체,,tissue_45c03145ee|tissue_bda5f6c880,tissue_common_extensor_tendon|tissue_supinator_tendon,공통신전건|회외근건,2,STABILIZATION,2.6,2.9,5.9,SMOOTH_CYCLE,완만한 상하 반복,D_PRIMARY_REPETITION,D의 반복·세트·주기 수를 사용. cumulative = M × reps/cycles × sets × load/ROM/effort modifiers. S는 급속도 성분으로 별도 보존하며 P 자체는 숫자 승수가 아님.,WEIGHTED_REPETITION,유효중량·회,effectiveLoad × reps × sets × ROM × effortModifier,,UNILATERAL|TRANSVERSE|SCAPULAR_RETRACTION|PULL_HORIZONTAL|BACK_STRENGTH|SCAPULAR_RETRACTION|UNILATERAL_UPPER,C 원점수 직접 합산 금지. ContextFlags를 조직별 bounded modifier로 변환(권장 0.85–1.20); 근거가 약하면 1.0으로 수축.,U17; U18,낮음~중간,"https://pubmed.ncbi.nlm.nih.gov/19197209/
https://pubmed.ncbi.nlm.nih.gov/24947920/","지지·케이블 수평 로우 기준강도와 STABILIZATION 역할, lu_common_extensor_supinator_tendon의 운동군 민감도(0.40)를 결합해 M=2.6로 정규화했다. S=2.9는 운동의 대표 부하 상승 속도이며, C=5.9는 가동범위·관절위치·지지형태를 반영한다. 전이 기준 운동: 체스트 서포티드 로우. 추가 보정: 편측·비대칭 안정화 보정.",상체 MSC 연구·전이 시안,REL-MSCP-D-UPPER-0.1,1781278881407,controlled_strength; base=2.9; tissue=exercise_base; MT01/MT02/MT03,ex_8e51640a,체스트 서포티드 로우,HIGH,0.4,SCORED_RESEARCH_DRAFT,CTM-0.1,MAPPED_EXACT
UPPER_95,36,시티드 원암 케이블 로우,ex_a76f20b6,UPPER,PULL,PULL_HORIZONTAL|BACK_STRENGTH|SCAPULAR_RETRACTION|UNILATERAL_UPPER,STRENGTH,UNILATERAL,TRANSVERSE,N,ROW_SUPPORTED_OR_CABLE,지지·케이블 수평 로우,STRUCTURAL_TRANSFER,외부중량 반복,kg·회,lu_52a0b0ba44,lu_common_flexor_pronator_tendon,공통 굴곡·회내건 복합체,TENDON,jc_eadfb381fa,jc_elbow_flexion_extension,팔꿈치 굴신 복합체,,tissue_6ab8c8af59|tissue_a5051659e6,tissue_common_flexor_tendon|tissue_pronator_teres_tendon,공통굴곡건|원회내근건,2,STABILIZATION,2.6,2.9,5.9,SMOOTH_CYCLE,완만한 상하 반복,D_PRIMARY_REPETITION,D의 반복·세트·주기 수를 사용. cumulative = M × reps/cycles × sets × load/ROM/effort modifiers. S는 급속도 성분으로 별도 보존하며 P 자체는 숫자 승수가 아님.,WEIGHTED_REPETITION,유효중량·회,effectiveLoad × reps × sets × ROM × effortModifier,,UNILATERAL|TRANSVERSE|SCAPULAR_RETRACTION|PULL_HORIZONTAL|BACK_STRENGTH|SCAPULAR_RETRACTION|UNILATERAL_UPPER,C 원점수 직접 합산 금지. ContextFlags를 조직별 bounded modifier로 변환(권장 0.85–1.20); 근거가 약하면 1.0으로 수축.,U17; U18,낮음~중간,"https://pubmed.ncbi.nlm.nih.gov/19197209/
https://pubmed.ncbi.nlm.nih.gov/24947920/","지지·케이블 수평 로우 기준강도와 STABILIZATION 역할, lu_common_flexor_pronator_tendon의 운동군 민감도(0.40)를 결합해 M=2.6로 정규화했다. S=2.9는 운동의 대표 부하 상승 속도이며, C=5.9는 가동범위·관절위치·지지형태를 반영한다. 전이 기준 운동: 체스트 서포티드 로우. 추가 보정: 편측·비대칭 안정화 보정.",상체 MSC 연구·전이 시안,REL-MSCP-D-UPPER-0.1,1781278881407,controlled_strength; base=2.9; tissue=exercise_base; MT01/MT02/MT03,ex_8e51640a,체스트 서포티드 로우,HIGH,0.4,SCORED_RESEARCH_DRAFT,CTM-0.1,MAPPED_EXACT
UPPER_95,36,시티드 원암 케이블 로우,ex_a76f20b6,UPPER,PULL,PULL_HORIZONTAL|BACK_STRENGTH|SCAPULAR_RETRACTION|UNILATERAL_UPPER,STRENGTH,UNILATERAL,TRANSVERSE,N,ROW_SUPPORTED_OR_CABLE,지지·케이블 수평 로우,FAMILY_TRANSFER,외부중량 반복,kg·회,lu_1b115c8b4f,lu_distal_biceps_tendon,원위 상완이두근건,TENDON,jc_eadfb381fa,jc_elbow_flexion_extension,팔꿈치 굴신 복합체,tissue_228c25da18,tissue_228c25da18,tissue_distal_biceps_tendon,원위 상완이두근건,1,PRIMARY_LOAD,4.6,2.9,5.9,SMOOTH_CYCLE,완만한 상하 반복,D_PRIMARY_REPETITION,D의 반복·세트·주기 수를 사용. cumulative = M × reps/cycles × sets × load/ROM/effort modifiers. S는 급속도 성분으로 별도 보존하며 P 자체는 숫자 승수가 아님.,WEIGHTED_REPETITION,유효중량·회,effectiveLoad × reps × sets × ROM × effortModifier,,UNILATERAL|TRANSVERSE|SCAPULAR_RETRACTION|PULL_HORIZONTAL|BACK_STRENGTH|SCAPULAR_RETRACTION|UNILATERAL_UPPER,C 원점수 직접 합산 금지. ContextFlags를 조직별 bounded modifier로 변환(권장 0.85–1.20); 근거가 약하면 1.0으로 수축.,U17; U18,중간,"https://pubmed.ncbi.nlm.nih.gov/19197209/
https://pubmed.ncbi.nlm.nih.gov/24947920/","지지·케이블 수평 로우 기준강도와 PRIMARY_LOAD 역할, lu_distal_biceps_tendon의 운동군 민감도(0.80)를 결합해 M=4.6로 정규화했다. S=2.9는 운동의 대표 부하 상승 속도이며, C=5.9는 가동범위·관절위치·지지형태를 반영한다. 전이 기준 운동: 체스트 서포티드 로우. 추가 보정: 편측·비대칭 안정화 보정.",상체 MSC 연구·전이 시안,REL-MSCP-D-UPPER-0.1,1781278881407,controlled_strength; base=2.9; tissue=exercise_base; MT01/MT02/MT03,ex_8e51640a,체스트 서포티드 로우,HIGH,0.8,SCORED_RESEARCH_DRAFT,CTM-0.1,MAPPED_EXACT
UPPER_95,36,시티드 원암 케이블 로우,ex_a76f20b6,UPPER,PULL,PULL_HORIZONTAL|BACK_STRENGTH|SCAPULAR_RETRACTION|UNILATERAL_UPPER,STRENGTH,UNILATERAL,TRANSVERSE,N,ROW_SUPPORTED_OR_CABLE,지지·케이블 수평 로우,FAMILY_TRANSFER,외부중량 반복,kg·회,lu_a706efdddb,lu_elbow_joint,팔꿈치 굴신 관절 복합체,JOINT,jc_eadfb381fa,jc_elbow_flexion_extension,팔꿈치 굴신 복합체,,tissue_e30af10e4a|tissue_8e5c3b2414,tissue_humeroulnar_joint|tissue_humeroradial_joint,상완척골관절|상완요골관절,2,PRIMARY_LOAD,4.6,2.9,5.9,SMOOTH_CYCLE,완만한 상하 반복,D_PRIMARY_REPETITION,D의 반복·세트·주기 수를 사용. cumulative = M × reps/cycles × sets × load/ROM/effort modifiers. S는 급속도 성분으로 별도 보존하며 P 자체는 숫자 승수가 아님.,WEIGHTED_REPETITION,유효중량·회,effectiveLoad × reps × sets × ROM × effortModifier,,UNILATERAL|TRANSVERSE|SCAPULAR_RETRACTION|PULL_HORIZONTAL|BACK_STRENGTH|SCAPULAR_RETRACTION|UNILATERAL_UPPER,C 원점수 직접 합산 금지. ContextFlags를 조직별 bounded modifier로 변환(권장 0.85–1.20); 근거가 약하면 1.0으로 수축.,U17; U18,중간,"https://pubmed.ncbi.nlm.nih.gov/19197209/
https://pubmed.ncbi.nlm.nih.gov/24947920/","지지·케이블 수평 로우 기준강도와 PRIMARY_LOAD 역할, lu_elbow_joint의 운동군 민감도(0.80)를 결합해 M=4.6로 정규화했다. S=2.9는 운동의 대표 부하 상승 속도이며, C=5.9는 가동범위·관절위치·지지형태를 반영한다. 전이 기준 운동: 체스트 서포티드 로우. 추가 보정: 편측·비대칭 안정화 보정.",상체 MSC 연구·전이 시안,REL-MSCP-D-UPPER-0.1,1781278881407,controlled_strength; base=2.9; tissue=exercise_base; MT01/MT02/MT03,ex_8e51640a,체스트 서포티드 로우,HIGH,0.8,SCORED_RESEARCH_DRAFT,CTM-0.1,MAPPED_EXACT
UPPER_95,36,시티드 원암 케이블 로우,ex_a76f20b6,UPPER,PULL,PULL_HORIZONTAL|BACK_STRENGTH|SCAPULAR_RETRACTION|UNILATERAL_UPPER,STRENGTH,UNILATERAL,TRANSVERSE,N,ROW_SUPPORTED_OR_CABLE,지지·케이블 수평 로우,FAMILY_TRANSFER,외부중량 반복,kg·회,lu_c11995f705,lu_finger_flexor_pulley,손가락 굴곡건·활차 복합체,TENDON,jc_0876f954f2,jc_hand_grip,손·그립 복합체,,tissue_c60f2bd1f5|tissue_1e675db416,tissue_finger_flexor_tendon|tissue_finger_flexor_pulley,손가락 굴곡건|손가락 굴곡건 활차,2,PRIMARY_LOAD,4.1,2.9,5.9,SMOOTH_CYCLE,완만한 상하 반복,D_PRIMARY_REPETITION,D의 반복·세트·주기 수를 사용. cumulative = M × reps/cycles × sets × load/ROM/effort modifiers. S는 급속도 성분으로 별도 보존하며 P 자체는 숫자 승수가 아님.,WEIGHTED_REPETITION,유효중량·회,effectiveLoad × reps × sets × ROM × effortModifier,,UNILATERAL|TRANSVERSE|SCAPULAR_RETRACTION|PULL_HORIZONTAL|BACK_STRENGTH|SCAPULAR_RETRACTION|UNILATERAL_UPPER,C 원점수 직접 합산 금지. ContextFlags를 조직별 bounded modifier로 변환(권장 0.85–1.20); 근거가 약하면 1.0으로 수축.,U17; U18,중간,"https://pubmed.ncbi.nlm.nih.gov/19197209/
https://pubmed.ncbi.nlm.nih.gov/24947920/","지지·케이블 수평 로우 기준강도와 PRIMARY_LOAD 역할, lu_finger_flexor_pulley의 운동군 민감도(0.70)를 결합해 M=4.1로 정규화했다. S=2.9는 운동의 대표 부하 상승 속도이며, C=5.9는 가동범위·관절위치·지지형태를 반영한다. 전이 기준 운동: 체스트 서포티드 로우. 추가 보정: 편측·비대칭 안정화 보정.",상체 MSC 연구·전이 시안,REL-MSCP-D-UPPER-0.1,1781278881407,controlled_strength; base=2.9; tissue=exercise_base; MT01/MT02/MT03,ex_8e51640a,체스트 서포티드 로우,HIGH,0.7,SCORED_RESEARCH_DRAFT,CTM-0.1,MAPPED_EXACT
UPPER_95,36,시티드 원암 케이블 로우,ex_a76f20b6,UPPER,PULL,PULL_HORIZONTAL|BACK_STRENGTH|SCAPULAR_RETRACTION|UNILATERAL_UPPER,STRENGTH,UNILATERAL,TRANSVERSE,N,ROW_SUPPORTED_OR_CABLE,지지·케이블 수평 로우,FAMILY_TRANSFER,외부중량 반복,kg·회,lu_d5838e52ca,lu_glenohumeral_joint,견관절와상완관절,JOINT,jc_9caf42a031,jc_shoulder_glenohumeral,견관절와상완 복합체,tissue_b30624a2b0,tissue_b30624a2b0,tissue_glenohumeral_joint,견관절와상완관절,1,PRIMARY_LOAD,4.9,2.9,5.9,SMOOTH_CYCLE,완만한 상하 반복,D_PRIMARY_REPETITION,D의 반복·세트·주기 수를 사용. cumulative = M × reps/cycles × sets × load/ROM/effort modifiers. S는 급속도 성분으로 별도 보존하며 P 자체는 숫자 승수가 아님.,WEIGHTED_REPETITION,유효중량·회,effectiveLoad × reps × sets × ROM × effortModifier,,UNILATERAL|TRANSVERSE|SCAPULAR_RETRACTION|PULL_HORIZONTAL|BACK_STRENGTH|SCAPULAR_RETRACTION|UNILATERAL_UPPER,C 원점수 직접 합산 금지. ContextFlags를 조직별 bounded modifier로 변환(권장 0.85–1.20); 근거가 약하면 1.0으로 수축.,U17; U18,중간,"https://pubmed.ncbi.nlm.nih.gov/19197209/
https://pubmed.ncbi.nlm.nih.gov/24947920/","지지·케이블 수평 로우 기준강도와 PRIMARY_LOAD 역할, lu_glenohumeral_joint의 운동군 민감도(0.85)를 결합해 M=4.9로 정규화했다. S=2.9는 운동의 대표 부하 상승 속도이며, C=5.9는 가동범위·관절위치·지지형태를 반영한다. 전이 기준 운동: 체스트 서포티드 로우. 추가 보정: 편측·비대칭 안정화 보정.",상체 MSC 연구·전이 시안,REL-MSCP-D-UPPER-0.1,1781278881407,controlled_strength; base=2.9; tissue=exercise_base; MT01/MT02/MT03,ex_8e51640a,체스트 서포티드 로우,HIGH,0.85,SCORED_RESEARCH_DRAFT,CTM-0.1,MAPPED_EXACT
