"legacyField","filePath","symbolOrFunction","consumerType","readOrWrite","runtimeOrTest","replacementOwner","replacementStatus","removalBlockedReason"
"progressMetricType","app/src/main/java/com/training/trackplanner/analysis/features/MetadataReadinessReporter.kt","progressReady","PARSER","REFERENCE","PRODUCTION","NON_METADATA_ANALYSIS_OR_PRESCRIPTION_PROTOCOL","NOT_IMPLEMENTED","Current consumers remain; parity, backup compatibility, rollback, and explicit approval gates have not passed"
"progressMetricType","app/src/main/java/com/training/trackplanner/analysis/trends/StrengthPerformanceIndexCalculator.kt","AnalysisExerciseFeatures","ANALYSIS","WRITE","PRODUCTION","NON_METADATA_ANALYSIS_OR_PRESCRIPTION_PROTOCOL","NOT_IMPLEMENTED","Current consumers remain; parity, backup compatibility, rollback, and explicit approval gates have not passed"
"progressMetricType","app/src/main/java/com/training/trackplanner/data/CanonicalExerciseMetadataRepository.kt","exerciseFrom","DATA","WRITE","PRODUCTION","NON_METADATA_ANALYSIS_OR_PRESCRIPTION_PROTOCOL","NOT_IMPLEMENTED","Current consumers remain; parity, backup compatibility, rollback, and explicit approval gates have not passed"
"progressMetricType","app/src/main/java/com/training/trackplanner/data/CanonicalExerciseMetadataRepository.kt","progressionRelations","DATA","REFERENCE","PRODUCTION","NON_METADATA_ANALYSIS_OR_PRESCRIPTION_PROTOCOL","NOT_IMPLEMENTED","Current consumers remain; parity, backup compatibility, rollback, and explicit approval gates have not passed"
"progressMetricType","app/src/main/java/com/training/trackplanner/data/Entities.kt","Exercise","SCHEMA_MODEL","REFERENCE","PRODUCTION","NON_METADATA_ANALYSIS_OR_PRESCRIPTION_PROTOCOL","NOT_IMPLEMENTED","Current consumers remain; parity, backup compatibility, rollback, and explicit approval gates have not passed"
"progressMetricType","app/src/main/java/com/training/trackplanner/data/ExerciseMetadataAdapter.kt","fromFields","SCHEMA_MODEL","WRITE","PRODUCTION","NON_METADATA_ANALYSIS_OR_PRESCRIPTION_PROTOCOL","NOT_IMPLEMENTED","Current consumers remain; parity, backup compatibility, rollback, and explicit approval gates have not passed"
"progressMetricType","app/src/main/java/com/training/trackplanner/data/ExerciseMetadataAdapter.kt","RuntimeExerciseMetadata","SCHEMA_MODEL","REFERENCE","PRODUCTION","NON_METADATA_ANALYSIS_OR_PRESCRIPTION_PROTOCOL","NOT_IMPLEMENTED","Current consumers remain; parity, backup compatibility, rollback, and explicit approval gates have not passed"
"progressMetricType","app/src/main/java/com/training/trackplanner/data/ExerciseMetadataBackupContract.kt","ExerciseMetadataFieldPolicyRegistry","BACKUP_RESTORE","READ_WRITE","PRODUCTION","NON_METADATA_ANALYSIS_OR_PRESCRIPTION_PROTOCOL","NOT_IMPLEMENTED","Current consumers remain; parity, backup compatibility, rollback, and explicit approval gates have not passed"
"progressMetricType","app/src/main/java/com/training/trackplanner/data/ExerciseMetadataBackupContract.kt","normalize","BACKUP_RESTORE","READ","PRODUCTION","NON_METADATA_ANALYSIS_OR_PRESCRIPTION_PROTOCOL","NOT_IMPLEMENTED","Current consumers remain; parity, backup compatibility, rollback, and explicit approval gates have not passed"
"progressMetricType","app/src/main/java/com/training/trackplanner/data/ExerciseMetadataTaxonomy.kt","ProgressMetricType","DATA","REFERENCE","PRODUCTION","NON_METADATA_ANALYSIS_OR_PRESCRIPTION_PROTOCOL","NOT_IMPLEMENTED","Current consumers remain; parity, backup compatibility, rollback, and explicit approval gates have not passed"
"progressMetricType","app/src/main/java/com/training/trackplanner/data/ExerciseStableKeyMigration.kt","createExerciseTable","DATA","REFERENCE","PRODUCTION","NON_METADATA_ANALYSIS_OR_PRESCRIPTION_PROTOCOL","NOT_IMPLEMENTED","Current consumers remain; parity, backup compatibility, rollback, and explicit approval gates have not passed"
"progressMetricType","app/src/main/java/com/training/trackplanner/data/ExerciseStableKeyMigration.kt","insertUnresolvedExercise","DATA","REFERENCE","PRODUCTION","NON_METADATA_ANALYSIS_OR_PRESCRIPTION_PROTOCOL","NOT_IMPLEMENTED","Current consumers remain; parity, backup compatibility, rollback, and explicit approval gates have not passed"
"progressMetricType","app/src/main/java/com/training/trackplanner/data/ExerciseStableKeyMigration.kt","migrate","DATA","REFERENCE","PRODUCTION","NON_METADATA_ANALYSIS_OR_PRESCRIPTION_PROTOCOL","NOT_IMPLEMENTED","Current consumers remain; parity, backup compatibility, rollback, and explicit approval gates have not passed"
"progressMetricType","app/src/main/java/com/training/trackplanner/data/MetadataSanityChecker.kt","check","DATA","READ","PRODUCTION","NON_METADATA_ANALYSIS_OR_PRESCRIPTION_PROTOCOL","NOT_IMPLEMENTED","Current consumers remain; parity, backup compatibility, rollback, and explicit approval gates have not passed"
"progressMetricType","app/src/main/java/com/training/trackplanner/data/MetadataSanityChecker.kt","check","DATA","READ_WRITE","PRODUCTION","NON_METADATA_ANALYSIS_OR_PRESCRIPTION_PROTOCOL","NOT_IMPLEMENTED","Current consumers remain; parity, backup compatibility, rollback, and explicit approval gates have not passed"
"progressMetricType","app/src/main/java/com/training/trackplanner/data/MetadataSanityChecker.kt","check","DATA","REFERENCE","PRODUCTION","NON_METADATA_ANALYSIS_OR_PRESCRIPTION_PROTOCOL","NOT_IMPLEMENTED","Current consumers remain; parity, backup compatibility, rollback, and explicit approval gates have not passed"
"progressMetricType","app/src/main/java/com/training/trackplanner/data/MetadataSanityChecker.kt","Exercise","DATA","REFERENCE","PRODUCTION","NON_METADATA_ANALYSIS_OR_PRESCRIPTION_PROTOCOL","NOT_IMPLEMENTED","Current consumers remain; parity, backup compatibility, rollback, and explicit approval gates have not passed"
"progressMetricType","app/src/main/java/com/training/trackplanner/data/personalized/AthletePlanningStateBuilder.kt","anchors","UI","READ","PRODUCTION","NON_METADATA_ANALYSIS_OR_PRESCRIPTION_PROTOCOL","NOT_IMPLEMENTED","Current consumers remain; parity, backup compatibility, rollback, and explicit approval gates have not passed"
"progressMetricType","app/src/main/java/com/training/trackplanner/data/personalized/AthletePlanningStateBuilder.kt","PlanningHistorySnapshot","UI","READ","PRODUCTION","NON_METADATA_ANALYSIS_OR_PRESCRIPTION_PROTOCOL","NOT_IMPLEMENTED","Current consumers remain; parity, backup compatibility, rollback, and explicit approval gates have not passed"
"progressMetricType","app/src/main/java/com/training/trackplanner/data/personalized/TrainingStateRouting.kt","PlanningHistorySnapshot","DATA","READ","PRODUCTION","NON_METADATA_ANALYSIS_OR_PRESCRIPTION_PROTOCOL","NOT_IMPLEMENTED","Current consumers remain; parity, backup compatibility, rollback, and explicit approval gates have not passed"
"progressMetricType","app/src/main/java/com/training/trackplanner/data/RecordCsvBackupRestore.kt","appendStrengthRow","BACKUP_RESTORE","READ","PRODUCTION","NON_METADATA_ANALYSIS_OR_PRESCRIPTION_PROTOCOL","NOT_IMPLEMENTED","Current consumers remain; parity, backup compatibility, rollback, and explicit approval gates have not passed"
"progressMetricType","app/src/main/java/com/training/trackplanner/data/RecordCsvBackupRestore.kt","legacyRuntimeSnapshotRows","BACKUP_RESTORE","READ","PRODUCTION","NON_METADATA_ANALYSIS_OR_PRESCRIPTION_PROTOCOL","NOT_IMPLEMENTED","Current consumers remain; parity, backup compatibility, rollback, and explicit approval gates have not passed"
"progressMetricType","app/src/main/java/com/training/trackplanner/data/RecordCsvBackupRestore.kt","value","BACKUP_RESTORE","READ_WRITE","PRODUCTION","NON_METADATA_ANALYSIS_OR_PRESCRIPTION_PROTOCOL","NOT_IMPLEMENTED","Current consumers remain; parity, backup compatibility, rollback, and explicit approval gates have not passed"
"progressMetricType","app/src/main/java/com/training/trackplanner/data/RuntimeExerciseMetadataPersistence.kt","RuntimeExerciseMetadata","DATA","WRITE","PRODUCTION","NON_METADATA_ANALYSIS_OR_PRESCRIPTION_PROTOCOL","NOT_IMPLEMENTED","Current consumers remain; parity, backup compatibility, rollback, and explicit approval gates have not passed"
"progressMetricType","app/src/main/java/com/training/trackplanner/data/RuntimeExerciseMetadataPersistence.kt","RuntimeExerciseMetadataEntity","DATA","REFERENCE","PRODUCTION","NON_METADATA_ANALYSIS_OR_PRESCRIPTION_PROTOCOL","NOT_IMPLEMENTED","Current consumers remain; parity, backup compatibility, rollback, and explicit approval gates have not passed"
"progressMetricType","app/src/main/java/com/training/trackplanner/data/RuntimeExerciseMetadataPersistence.kt","RuntimeExerciseMetadataEntity","DATA","WRITE","PRODUCTION","NON_METADATA_ANALYSIS_OR_PRESCRIPTION_PROTOCOL","NOT_IMPLEMENTED","Current consumers remain; parity, backup compatibility, rollback, and explicit approval gates have not passed"
"progressMetricType","app/src/main/java/com/training/trackplanner/data/RuntimeExerciseMetadataResolver.kt","Exercise","DATA","READ_WRITE","PRODUCTION","NON_METADATA_ANALYSIS_OR_PRESCRIPTION_PROTOCOL","NOT_IMPLEMENTED","Current consumers remain; parity, backup compatibility, rollback, and explicit approval gates have not passed"
"progressMetricType","app/src/main/java/com/training/trackplanner/data/RuntimeExerciseMetadataResolver.kt","forIdentity","DATA","WRITE","PRODUCTION","NON_METADATA_ANALYSIS_OR_PRESCRIPTION_PROTOCOL","NOT_IMPLEMENTED","Current consumers remain; parity, backup compatibility, rollback, and explicit approval gates have not passed"
"progressMetricType","app/src/main/java/com/training/trackplanner/data/RuntimeExerciseMetadataResolver.kt","merged","DATA","READ","PRODUCTION","NON_METADATA_ANALYSIS_OR_PRESCRIPTION_PROTOCOL","NOT_IMPLEMENTED","Current consumers remain; parity, backup compatibility, rollback, and explicit approval gates have not passed"
"progressMetricType","app/src/main/java/com/training/trackplanner/data/RuntimeExerciseMetadataResolver.kt","merged","DATA","REFERENCE","PRODUCTION","NON_METADATA_ANALYSIS_OR_PRESCRIPTION_PROTOCOL","NOT_IMPLEMENTED","Current consumers remain; parity, backup compatibility, rollback, and explicit approval gates have not passed"
"progressMetricType","app/src/main/java/com/training/trackplanner/data/TrainingDatabase.kt","migrate","SCHEMA_MODEL","REFERENCE","PRODUCTION","NON_METADATA_ANALYSIS_OR_PRESCRIPTION_PROTOCOL","NOT_IMPLEMENTED","Current consumers remain; parity, backup compatibility, rollback, and explicit approval gates have not passed"
"progressMetricType","app/src/main/java/com/training/trackplanner/data/TrainingRoleSplitMigration.kt","createExercisesWithoutLegacyRole","DATA","REFERENCE","PRODUCTION","NON_METADATA_ANALYSIS_OR_PRESCRIPTION_PROTOCOL","NOT_IMPLEMENTED","Current consumers remain; parity, backup compatibility, rollback, and explicit approval gates have not passed"
"progressMetricType","app/src/main/java/com/training/trackplanner/data/TrainingRoleSplitMigration.kt","migrateIntrinsicTrainingRoles","DATA","REFERENCE","PRODUCTION","NON_METADATA_ANALYSIS_OR_PRESCRIPTION_PROTOCOL","NOT_IMPLEMENTED","Current consumers remain; parity, backup compatibility, rollback, and explicit approval gates have not passed"
"progressMetricType","app/src/main/java/com/training/trackplanner/ExerciseSubcategoryMapper.kt","addStructured","UI","READ","PRODUCTION","NON_METADATA_ANALYSIS_OR_PRESCRIPTION_PROTOCOL","NOT_IMPLEMENTED","Current consumers remain; parity, backup compatibility, rollback, and explicit approval gates have not passed"
"progressMetricType","app/src/main/java/com/training/trackplanner/MetadataDisplayCatalogue.kt","MetadataDisplayField","UI","REFERENCE","PRODUCTION","NON_METADATA_ANALYSIS_OR_PRESCRIPTION_PROTOCOL","NOT_IMPLEMENTED","Current consumers remain; parity, backup compatibility, rollback, and explicit approval gates have not passed"
"progressMetricType","app/src/main/java/com/training/trackplanner/PlanGeneratedPreview.kt","draftItemForExercise","UI","READ","PRODUCTION","NON_METADATA_ANALYSIS_OR_PRESCRIPTION_PROTOCOL","NOT_IMPLEMENTED","Current consumers remain; parity, backup compatibility, rollback, and explicit approval gates have not passed"
"progressMetricType","app/src/main/java/com/training/trackplanner/RuntimeMetadataExerciseEditorDialog.kt","joinExerciseTokens","UI","READ_WRITE","PRODUCTION","NON_METADATA_ANALYSIS_OR_PRESCRIPTION_PROTOCOL","NOT_IMPLEMENTED","Current consumers remain; parity, backup compatibility, rollback, and explicit approval gates have not passed"
"progressMetricType","app/src/test/java/com/training/trackplanner/analysis/fatigue/DailyFatigueCalculatorTest.kt","calculatesCanonicalFiveAxesAndAllowsLocalHighSystemicLow","ANALYSIS","REFERENCE","TEST","NON_METADATA_ANALYSIS_OR_PRESCRIPTION_PROTOCOL","NOT_IMPLEMENTED","Current consumers remain; parity, backup compatibility, rollback, and explicit approval gates have not passed"
"progressMetricType","app/src/test/java/com/training/trackplanner/analysis/fatigue/DailyFatigueCalculatorTest.kt","canonicalE1rmDoesNotCarryAnEarlierPosteriorIntoPerformedDate","ANALYSIS","WRITE","TEST","NON_METADATA_ANALYSIS_OR_PRESCRIPTION_PROTOCOL","NOT_IMPLEMENTED","Current consumers remain; parity, backup compatibility, rollback, and explicit approval gates have not passed"
"progressMetricType","app/src/test/java/com/training/trackplanner/analysis/fatigue/DailyFatigueCalculatorTest.kt","canonicalE1rmUsesPosteriorPointFromThePerformedDate","ANALYSIS","WRITE","TEST","NON_METADATA_ANALYSIS_OR_PRESCRIPTION_PROTOCOL","NOT_IMPLEMENTED","Current consumers remain; parity, backup compatibility, rollback, and explicit approval gates have not passed"
"progressMetricType","app/src/test/java/com/training/trackplanner/analysis/fatigue/DailyFatigueCalculatorTest.kt","neutralTestMetadata","ANALYSIS","REFERENCE","TEST","NON_METADATA_ANALYSIS_OR_PRESCRIPTION_PROTOCOL","NOT_IMPLEMENTED","Current consumers remain; parity, backup compatibility, rollback, and explicit approval gates have not passed"
"progressMetricType","app/src/test/java/com/training/trackplanner/analysis/readiness/PerformanceDropDetectorHotfixTest.kt","runtimeMetadataCatalog","ANALYSIS","WRITE","TEST","NON_METADATA_ANALYSIS_OR_PRESCRIPTION_PROTOCOL","NOT_IMPLEMENTED","Current consumers remain; parity, backup compatibility, rollback, and explicit approval gates have not passed"
"progressMetricType","app/src/test/java/com/training/trackplanner/analysis/readiness/PhaseAwareTodayStatusBuilderTest.kt","heavyExercise","UI","WRITE","TEST","NON_METADATA_ANALYSIS_OR_PRESCRIPTION_PROTOCOL","NOT_IMPLEMENTED","Current consumers remain; parity, backup compatibility, rollback, and explicit approval gates have not passed"
"progressMetricType","app/src/test/java/com/training/trackplanner/analysis/readiness/TodayReadinessEngineTest.kt","courtExercise","ANALYSIS","WRITE","TEST","NON_METADATA_ANALYSIS_OR_PRESCRIPTION_PROTOCOL","NOT_IMPLEMENTED","Current consumers remain; parity, backup compatibility, rollback, and explicit approval gates have not passed"
"progressMetricType","app/src/test/java/com/training/trackplanner/analysis/readiness/TodayReadinessEngineTest.kt","heavyExercise","ANALYSIS","WRITE","TEST","NON_METADATA_ANALYSIS_OR_PRESCRIPTION_PROTOCOL","NOT_IMPLEMENTED","Current consumers remain; parity, backup compatibility, rollback, and explicit approval gates have not passed"
"progressMetricType","app/src/test/java/com/training/trackplanner/analysis/trends/PerformanceTrendEngineTest.kt","antiRotationSupportExercise","ANALYSIS","WRITE","TEST","NON_METADATA_ANALYSIS_OR_PRESCRIPTION_PROTOCOL","NOT_IMPLEMENTED","Current consumers remain; parity, backup compatibility, rollback, and explicit approval gates have not passed"
"progressMetricType","app/src/test/java/com/training/trackplanner/analysis/trends/PerformanceTrendEngineTest.kt","badmintonExercise","ANALYSIS","WRITE","TEST","NON_METADATA_ANALYSIS_OR_PRESCRIPTION_PROTOCOL","NOT_IMPLEMENTED","Current consumers remain; parity, backup compatibility, rollback, and explicit approval gates have not passed"
"progressMetricType","app/src/test/java/com/training/trackplanner/analysis/trends/PerformanceTrendEngineTest.kt","lostCanonicalStableKeyDoesNotFeedStrengthSeriesThroughDisplayName","ANALYSIS","READ","TEST","NON_METADATA_ANALYSIS_OR_PRESCRIPTION_PROTOCOL","NOT_IMPLEMENTED","Current consumers remain; parity, backup compatibility, rollback, and explicit approval gates have not passed"
"progressMetricType","app/src/test/java/com/training/trackplanner/analysis/trends/PerformanceTrendEngineTest.kt","stalePersistedMetadataForLostStableKeyDoesNotBorrowCanonicalIdentity","ANALYSIS","READ","TEST","NON_METADATA_ANALYSIS_OR_PRESCRIPTION_PROTOCOL","NOT_IMPLEMENTED","Current consumers remain; parity, backup compatibility, rollback, and explicit approval gates have not passed"
"progressMetricType","app/src/test/java/com/training/trackplanner/analysis/trends/PerformanceTrendEngineTest.kt","strengthExercise","ANALYSIS","WRITE","TEST","NON_METADATA_ANALYSIS_OR_PRESCRIPTION_PROTOCOL","NOT_IMPLEMENTED","Current consumers remain; parity, backup compatibility, rollback, and explicit approval gates have not passed"
"progressMetricType","app/src/test/java/com/training/trackplanner/data/AnalysisSummaryServiceTest.kt","insertFatigueExercise","DATA","WRITE","TEST","NON_METADATA_ANALYSIS_OR_PRESCRIPTION_PROTOCOL","NOT_IMPLEMENTED","Current consumers remain; parity, backup compatibility, rollback, and explicit approval gates have not passed"
"progressMetricType","app/src/test/java/com/training/trackplanner/data/ExerciseMetadataAdapterTest.kt","baseFields","SCHEMA_MODEL","REFERENCE","TEST","NON_METADATA_ANALYSIS_OR_PRESCRIPTION_PROTOCOL","NOT_IMPLEMENTED","Current consumers remain; parity, backup compatibility, rollback, and explicit approval gates have not passed"
"progressMetricType","app/src/test/java/com/training/trackplanner/data/MetadataSanityCheckerTest.kt","Exercise","DATA","REFERENCE","TEST","NON_METADATA_ANALYSIS_OR_PRESCRIPTION_PROTOCOL","NOT_IMPLEMENTED","Current consumers remain; parity, backup compatibility, rollback, and explicit approval gates have not passed"
"progressMetricType","app/src/test/java/com/training/trackplanner/data/MetadataSanityCheckerTest.kt","exerciseAnalysisMapperCreatesFeatureVectorWithoutNameParsing","DATA","READ","TEST","NON_METADATA_ANALYSIS_OR_PRESCRIPTION_PROTOCOL","NOT_IMPLEMENTED","Current consumers remain; parity, backup compatibility, rollback, and explicit approval gates have not passed"
"progressMetricType","app/src/test/java/com/training/trackplanner/data/MetadataSanityCheckerTest.kt","exerciseAnalysisMapperDoesNotReconstructSemanticsFromExerciseRow","DATA","READ","TEST","NON_METADATA_ANALYSIS_OR_PRESCRIPTION_PROTOCOL","NOT_IMPLEMENTED","Current consumers remain; parity, backup compatibility, rollback, and explicit approval gates have not passed"
"progressMetricType","app/src/test/java/com/training/trackplanner/data/MetadataSanityCheckerTest.kt","seedExercisesHaveValidFatigueMetadata","DATA","READ_WRITE","TEST","NON_METADATA_ANALYSIS_OR_PRESCRIPTION_PROTOCOL","NOT_IMPLEMENTED","Current consumers remain; parity, backup compatibility, rollback, and explicit approval gates have not passed"
"progressMetricType","app/src/test/java/com/training/trackplanner/data/personalized/ExecutionAllocationV012Test.kt","history","DATA","WRITE","TEST","NON_METADATA_ANALYSIS_OR_PRESCRIPTION_PROTOCOL","NOT_IMPLEMENTED","Current consumers remain; parity, backup compatibility, rollback, and explicit approval gates have not passed"
"progressMetricType","app/src/test/java/com/training/trackplanner/data/personalized/ExecutionAllocationV012Test.kt","performanceSource","PARSER","WRITE","TEST","NON_METADATA_ANALYSIS_OR_PRESCRIPTION_PROTOCOL","NOT_IMPLEMENTED","Current consumers remain; parity, backup compatibility, rollback, and explicit approval gates have not passed"
"progressMetricType","app/src/test/java/com/training/trackplanner/data/personalized/ExecutionAllocationV012Test.kt","with","DATA","WRITE","TEST","NON_METADATA_ANALYSIS_OR_PRESCRIPTION_PROTOCOL","NOT_IMPLEMENTED","Current consumers remain; parity, backup compatibility, rollback, and explicit approval gates have not passed"
"progressMetricType","app/src/test/java/com/training/trackplanner/data/personalized/ExposureRepresentationV011Test.kt","metadata","UI","WRITE","TEST","NON_METADATA_ANALYSIS_OR_PRESCRIPTION_PROTOCOL","NOT_IMPLEMENTED","Current consumers remain; parity, backup compatibility, rollback, and explicit approval gates have not passed"
"progressMetricType","app/src/test/java/com/training/trackplanner/data/personalized/PersonalizedPlannerParityTest.kt","rawSnapshotFor","DATA","WRITE","TEST","NON_METADATA_ANALYSIS_OR_PRESCRIPTION_PROTOCOL","NOT_IMPLEMENTED","Current consumers remain; parity, backup compatibility, rollback, and explicit approval gates have not passed"
"progressMetricType","app/src/test/java/com/training/trackplanner/data/personalized/PersonalizedPlannerV010Test.kt","metadata","DATA","WRITE","TEST","NON_METADATA_ANALYSIS_OR_PRESCRIPTION_PROTOCOL","NOT_IMPLEMENTED","Current consumers remain; parity, backup compatibility, rollback, and explicit approval gates have not passed"
"progressMetricType","app/src/test/java/com/training/trackplanner/data/personalized/TrainingStateParityTest.kt","snapshot","DATA","WRITE","TEST","NON_METADATA_ANALYSIS_OR_PRESCRIPTION_PROTOCOL","NOT_IMPLEMENTED","Current consumers remain; parity, backup compatibility, rollback, and explicit approval gates have not passed"
"progressMetricType","app/src/test/java/com/training/trackplanner/data/personalized/TrainingStateParityTest.kt","strings","DATA","REFERENCE","TEST","NON_METADATA_ANALYSIS_OR_PRESCRIPTION_PROTOCOL","NOT_IMPLEMENTED","Current consumers remain; parity, backup compatibility, rollback, and explicit approval gates have not passed"
"progressMetricType","app/src/test/java/com/training/trackplanner/data/RuntimeExerciseMetadataResolverTest.kt","persistedHistoricalMetadataPreservesIntentionalEmptyValues","DATA","READ","TEST","NON_METADATA_ANALYSIS_OR_PRESCRIPTION_PROTOCOL","NOT_IMPLEMENTED","Current consumers remain; parity, backup compatibility, rollback, and explicit approval gates have not passed"
"progressMetricType","app/src/test/java/com/training/trackplanner/data/RuntimeExerciseMetadataResolverTest.kt","persistedHistoricalMetadataPreservesIntentionalEmptyValues","DATA","WRITE","TEST","NON_METADATA_ANALYSIS_OR_PRESCRIPTION_PROTOCOL","NOT_IMPLEMENTED","Current consumers remain; parity, backup compatibility, rollback, and explicit approval gates have not passed"
"progressMetricType","app/src/test/java/com/training/trackplanner/data/RuntimeExerciseMetadataResolverTest.kt","persistedMetadataWinsWhenCanonicalIsMissing","DATA","READ","TEST","NON_METADATA_ANALYSIS_OR_PRESCRIPTION_PROTOCOL","NOT_IMPLEMENTED","Current consumers remain; parity, backup compatibility, rollback, and explicit approval gates have not passed"
"progressMetricType","app/src/test/java/com/training/trackplanner/data/RuntimeExerciseMetadataResolverTest.kt","persistedMetadataWinsWhenCanonicalIsMissing","DATA","WRITE","TEST","NON_METADATA_ANALYSIS_OR_PRESCRIPTION_PROTOCOL","NOT_IMPLEMENTED","Current consumers remain; parity, backup compatibility, rollback, and explicit approval gates have not passed"
"progressMetricType","app/src/test/java/com/training/trackplanner/data/RuntimeExerciseMetadataResolverTest.kt","resolverKeepsLostStableKeySeparateFromCanonicalMetadata","DATA","READ","TEST","NON_METADATA_ANALYSIS_OR_PRESCRIPTION_PROTOCOL","NOT_IMPLEMENTED","Current consumers remain; parity, backup compatibility, rollback, and explicit approval gates have not passed"
"progressMetricType","app/src/test/java/com/training/trackplanner/data/RuntimeExerciseMetadataResolverTest.kt","resolverKeepsLostStableKeySeparateFromCanonicalMetadata","DATA","WRITE","TEST","NON_METADATA_ANALYSIS_OR_PRESCRIPTION_PROTOCOL","NOT_IMPLEMENTED","Current consumers remain; parity, backup compatibility, rollback, and explicit approval gates have not passed"
"progressMetricType","app/src/test/java/com/training/trackplanner/data/RuntimeExerciseMetadataResolverTest.kt","stalePersistedDefaultMetadataDoesNotBorrowCanonicalAnalysisFieldsByName","DATA","READ","TEST","NON_METADATA_ANALYSIS_OR_PRESCRIPTION_PROTOCOL","NOT_IMPLEMENTED","Current consumers remain; parity, backup compatibility, rollback, and explicit approval gates have not passed"
"progressMetricType","app/src/test/java/com/training/trackplanner/data/RuntimeExerciseMetadataResolverTest.kt","stalePersistedDefaultMetadataDoesNotBorrowCanonicalAnalysisFieldsByName","DATA","WRITE","TEST","NON_METADATA_ANALYSIS_OR_PRESCRIPTION_PROTOCOL","NOT_IMPLEMENTED","Current consumers remain; parity, backup compatibility, rollback, and explicit approval gates have not passed"
"progressMetricType","app/src/test/java/com/training/trackplanner/data/UserCreatedExerciseRuntimeMetadataTest.kt","newCustomExercisePickerOptionsUseFullValidSetsNotOnlyDefaults","DATA","REFERENCE","TEST","NON_METADATA_ANALYSIS_OR_PRESCRIPTION_PROTOCOL","NOT_IMPLEMENTED","Current consumers remain; parity, backup compatibility, rollback, and explicit approval gates have not passed"
"progressMetricType","app/src/test/java/com/training/trackplanner/MetadataDisplayCatalogueTest.kt","context","UI","REFERENCE","TEST","NON_METADATA_ANALYSIS_OR_PRESCRIPTION_PROTOCOL","NOT_IMPLEMENTED","Current consumers remain; parity, backup compatibility, rollback, and explicit approval gates have not passed"
