"exerciseName","stableKey","proposedMovementFamily","proposedMovementSubtype","proposalStatus","reviewDebtDecision","humanReviewQuestion","reviewDebtReason","sourceReviewKind","recommendedResolution","seedPatchReadiness","safeForSeedMutation"
"레그 프레스","ex_ab468462","LEG_PRESS_KNEE_DOMINANT_MACHINE_VARIANTS","NEEDS_SUBTYPE_REVIEW","NEEDS_ROW_REVIEW","TEMPLATE_DEFINITION_REQUIRED","NONE","Family 또는 slot에 review template가 남아 있어 근육 기여와 중복 그룹을 확정할 템플릿 정의가 필요합니다.","NONE","DEFINE_TEMPLATE_BEFORE_SEED_PATCH","READY_AFTER_TEMPLATE_DEFINITION","NO"
"리버스 리스트 컬","ex_8e18b02a","FOREARM_GRIP_ACCESSORY_REVIEW","REVERSE_WRIST_CURL","NEEDS_TEMPLATE_DEFINITION","TEMPLATE_DEFINITION_REQUIRED","NONE","Family 또는 slot에 review template가 남아 있어 근육 기여와 중복 그룹을 확정할 템플릿 정의가 필요합니다.","SOURCE_PLUS_TEMPLATE_DEFINITION","DEFINE_TEMPLATE_BEFORE_SEED_PATCH","READY_AFTER_TEMPLATE_DEFINITION","NO"
"마운틴 클라이머","ex_a9b52886","BODYWEIGHT_CONDITIONING_CORE_REVIEW","MOUNTAIN_CLIMBER","NEEDS_ROW_REVIEW","TEMPLATE_DEFINITION_REQUIRED","NONE","Family 또는 slot에 review template가 남아 있어 근육 기여와 중복 그룹을 확정할 템플릿 정의가 필요합니다.","SOURCE_PLUS_TEMPLATE_DEFINITION","DEFINE_TEMPLATE_BEFORE_SEED_PATCH","READY_AFTER_TEMPLATE_DEFINITION","NO"
"맨몸 스쿼트","ex_cb3c4dc2","SQUAT_VARIANTS","BODYWEIGHT_SQUAT","NEEDS_ROW_REVIEW","TEMPLATE_DEFINITION_REQUIRED","NONE","Family 또는 slot에 review template가 남아 있어 근육 기여와 중복 그룹을 확정할 템플릿 정의가 필요합니다.","NONE","DEFINE_TEMPLATE_BEFORE_SEED_PATCH","READY_AFTER_TEMPLATE_DEFINITION","NO"
"머신 숄더프레스","ex_4aa3725a","OVERHEAD_PRESS_LANDMINE_PRESS_VARIANTS","NEEDS_SUBTYPE_REVIEW","NEEDS_SOURCE_REVIEW","TEMPLATE_DEFINITION_REQUIRED","NONE","Family 또는 slot에 review template가 남아 있어 근육 기여와 중복 그룹을 확정할 템플릿 정의가 필요합니다.","SOURCE_PLUS_TEMPLATE_DEFINITION","DEFINE_TEMPLATE_BEFORE_SEED_PATCH","READY_AFTER_TEMPLATE_DEFINITION","NO"
"머신 체스트프레스","ex_1dbee10e","BENCH_PRESS_DUMBBELL_PRESS_MACHINE_PRESS_VARIANTS","NEEDS_SUBTYPE_REVIEW","NEEDS_ROW_REVIEW","TEMPLATE_DEFINITION_REQUIRED","NONE","Family 또는 slot에 review template가 남아 있어 근육 기여와 중복 그룹을 확정할 템플릿 정의가 필요합니다.","NONE","DEFINE_TEMPLATE_BEFORE_SEED_PATCH","READY_AFTER_TEMPLATE_DEFINITION","NO"
"버드독","ex_28347c1f","ANTI_ROTATION_ANTI_EXTENSION_CORE_VARIANTS","NEEDS_SUBTYPE_REVIEW","NEEDS_ROW_REVIEW","TEMPLATE_DEFINITION_REQUIRED","NONE","Family 또는 slot에 review template가 남아 있어 근육 기여와 중복 그룹을 확정할 템플릿 정의가 필요합니다.","NONE","DEFINE_TEMPLATE_BEFORE_SEED_PATCH","READY_AFTER_TEMPLATE_DEFINITION","NO"
"슈퍼맨","ex_284ecca6","POSTERIOR_CHAIN_LOW_LOAD_REVIEW","NEEDS_SUBTYPE_REVIEW","NEEDS_TEMPLATE_DEFINITION","TEMPLATE_DEFINITION_REQUIRED","NONE","Family 또는 slot에 review template가 남아 있어 근육 기여와 중복 그룹을 확정할 템플릿 정의가 필요합니다.","SOURCE_PLUS_TEMPLATE_DEFINITION","DEFINE_TEMPLATE_BEFORE_SEED_PATCH","READY_AFTER_TEMPLATE_DEFINITION","NO"
"스탠딩 레그 컬","ex_b59bed7d","HAMSTRING_CURL_VARIANTS","NEEDS_SUBTYPE_REVIEW","NEEDS_ROW_REVIEW","TEMPLATE_DEFINITION_REQUIRED","NONE","Family 또는 slot에 review template가 남아 있어 근육 기여와 중복 그룹을 확정할 템플릿 정의가 필요합니다.","NONE","DEFINE_TEMPLATE_BEFORE_SEED_PATCH","READY_AFTER_TEMPLATE_DEFINITION","NO"
"스트레이트암 풀다운","ex_ca5cce66","LAT_STRAIGHT_ARM_PULLDOWN_OR_PULLOVER_ACCESSORY_REVIEW","STRAIGHT_ARM_PULLDOWN","NEEDS_ROW_REVIEW","TEMPLATE_DEFINITION_REQUIRED","NONE","Family 또는 slot에 review template가 남아 있어 근육 기여와 중복 그룹을 확정할 템플릿 정의가 필요합니다.","SOURCE_PLUS_TEMPLATE_DEFINITION","DEFINE_TEMPLATE_BEFORE_SEED_PATCH","READY_AFTER_TEMPLATE_DEFINITION","NO"
"싱글 레그 레그 익스텐션","ex_d60745b4","KNEE_EXTENSION_QUAD_ISOLATION_REVIEW","SINGLE_LEG_LEG_EXTENSION","NEEDS_ROW_REVIEW","TEMPLATE_DEFINITION_REQUIRED","NONE","Family 또는 slot에 review template가 남아 있어 근육 기여와 중복 그룹을 확정할 템플릿 정의가 필요합니다.","NONE","DEFINE_TEMPLATE_BEFORE_SEED_PATCH","READY_AFTER_TEMPLATE_DEFINITION","NO"
"싱글 레그 레그 컬","ex_8824026f","HAMSTRING_CURL_VARIANTS","NEEDS_SUBTYPE_REVIEW","NEEDS_ROW_REVIEW","TEMPLATE_DEFINITION_REQUIRED","NONE","Family 또는 slot에 review template가 남아 있어 근육 기여와 중복 그룹을 확정할 템플릿 정의가 필요합니다.","NONE","DEFINE_TEMPLATE_BEFORE_SEED_PATCH","READY_AFTER_TEMPLATE_DEFINITION","NO"
"아놀드 프레스","ex_767e188e","OVERHEAD_PRESS_LANDMINE_PRESS_VARIANTS","NEEDS_SUBTYPE_REVIEW","NEEDS_SOURCE_REVIEW","TEMPLATE_DEFINITION_REQUIRED","NONE","Family 또는 slot에 review template가 남아 있어 근육 기여와 중복 그룹을 확정할 템플릿 정의가 필요합니다.","SOURCE_PLUS_TEMPLATE_DEFINITION","DEFINE_TEMPLATE_BEFORE_SEED_PATCH","READY_AFTER_TEMPLATE_DEFINITION","NO"
"오버헤드 프레스","ex_32219f7a","OVERHEAD_PRESS_LANDMINE_PRESS_VARIANTS","NEEDS_SUBTYPE_REVIEW","NEEDS_SOURCE_REVIEW","TEMPLATE_DEFINITION_REQUIRED","NONE","Family 또는 slot에 review template가 남아 있어 근육 기여와 중복 그룹을 확정할 템플릿 정의가 필요합니다.","SOURCE_PLUS_TEMPLATE_DEFINITION","DEFINE_TEMPLATE_BEFORE_SEED_PATCH","READY_AFTER_TEMPLATE_DEFINITION","NO"
"원레그 레그 프레스","ex_a091b9fe","LEG_PRESS_KNEE_DOMINANT_MACHINE_VARIANTS","NEEDS_SUBTYPE_REVIEW","NEEDS_ROW_REVIEW","TEMPLATE_DEFINITION_REQUIRED","NONE","Family 또는 slot에 review template가 남아 있어 근육 기여와 중복 그룹을 확정할 템플릿 정의가 필요합니다.","NONE","DEFINE_TEMPLATE_BEFORE_SEED_PATCH","READY_AFTER_TEMPLATE_DEFINITION","NO"
"원암 덤벨 숄더프레스","ex_7814843a","OVERHEAD_PRESS_LANDMINE_PRESS_VARIANTS","NEEDS_SUBTYPE_REVIEW","NEEDS_SOURCE_REVIEW","TEMPLATE_DEFINITION_REQUIRED","NONE","Family 또는 slot에 review template가 남아 있어 근육 기여와 중복 그룹을 확정할 템플릿 정의가 필요합니다.","SOURCE_PLUS_TEMPLATE_DEFINITION","DEFINE_TEMPLATE_BEFORE_SEED_PATCH","READY_AFTER_TEMPLATE_DEFINITION","NO"
"원암 스트레이트암 풀다운","ex_c365e5e2","LAT_STRAIGHT_ARM_PULLDOWN_OR_PULLOVER_ACCESSORY_REVIEW","ONE_ARM_STRAIGHT_ARM_PULLDOWN","NEEDS_ROW_REVIEW","TEMPLATE_DEFINITION_REQUIRED","NONE","Family 또는 slot에 review template가 남아 있어 근육 기여와 중복 그룹을 확정할 템플릿 정의가 필요합니다.","SOURCE_PLUS_TEMPLATE_DEFINITION","DEFINE_TEMPLATE_BEFORE_SEED_PATCH","READY_AFTER_TEMPLATE_DEFINITION","NO"
"원암 케이블 숄더프레스","ex_c536edc2","OVERHEAD_PRESS_LANDMINE_PRESS_VARIANTS","NEEDS_SUBTYPE_REVIEW","NEEDS_SOURCE_REVIEW","TEMPLATE_DEFINITION_REQUIRED","NONE","Family 또는 slot에 review template가 남아 있어 근육 기여와 중복 그룹을 확정할 템플릿 정의가 필요합니다.","SOURCE_PLUS_TEMPLATE_DEFINITION","DEFINE_TEMPLATE_BEFORE_SEED_PATCH","READY_AFTER_TEMPLATE_DEFINITION","NO"
"원암 케이블 플라이","ex_442617f6","CHEST_ISOLATION_REVIEW","NEEDS_SUBTYPE_REVIEW","NEEDS_TEMPLATE_DEFINITION","TEMPLATE_DEFINITION_REQUIRED","NONE","Family 또는 slot에 review template가 남아 있어 근육 기여와 중복 그룹을 확정할 템플릿 정의가 필요합니다.","SOURCE_PLUS_TEMPLATE_DEFINITION","DEFINE_TEMPLATE_BEFORE_SEED_PATCH","READY_AFTER_TEMPLATE_DEFINITION","NO"
"월싯","ex_64661229","KNEE_DOMINANT_ISOMETRIC_REVIEW","WALL_SIT","NEEDS_ROW_REVIEW","TEMPLATE_DEFINITION_REQUIRED","NONE","Family 또는 slot에 review template가 남아 있어 근육 기여와 중복 그룹을 확정할 템플릿 정의가 필요합니다.","SOURCE_PLUS_TEMPLATE_DEFINITION","DEFINE_TEMPLATE_BEFORE_SEED_PATCH","READY_AFTER_TEMPLATE_DEFINITION","NO"
"인클라인 덤벨 프레스","ex_a61f1e96","BENCH_PRESS_DUMBBELL_PRESS_MACHINE_PRESS_VARIANTS","NEEDS_SUBTYPE_REVIEW","NEEDS_ROW_REVIEW","TEMPLATE_DEFINITION_REQUIRED","NONE","Family 또는 slot에 review template가 남아 있어 근육 기여와 중복 그룹을 확정할 템플릿 정의가 필요합니다.","NONE","DEFINE_TEMPLATE_BEFORE_SEED_PATCH","READY_AFTER_TEMPLATE_DEFINITION","NO"
"인클라인 덤벨 플라이","ex_a61f307a","CHEST_ISOLATION_REVIEW","NEEDS_SUBTYPE_REVIEW","NEEDS_TEMPLATE_DEFINITION","TEMPLATE_DEFINITION_REQUIRED","NONE","Family 또는 slot에 review template가 남아 있어 근육 기여와 중복 그룹을 확정할 템플릿 정의가 필요합니다.","SOURCE_PLUS_TEMPLATE_DEFINITION","DEFINE_TEMPLATE_BEFORE_SEED_PATCH","READY_AFTER_TEMPLATE_DEFINITION","NO"
"캡틴체어 레그 레이즈","ex_a345e30b","CORE_FLEXION_HIP_FLEXOR_REVIEW","CAPTAINS_CHAIR_LEG_RAISE","NEEDS_ROW_REVIEW","TEMPLATE_DEFINITION_REQUIRED","NONE","Family 또는 slot에 review template가 남아 있어 근육 기여와 중복 그룹을 확정할 템플릿 정의가 필요합니다.","SOURCE_PLUS_TEMPLATE_DEFINITION","DEFINE_TEMPLATE_BEFORE_SEED_PATCH","READY_AFTER_TEMPLATE_DEFINITION","NO"
"케이블 킥백","ex_fa34ddfe","GLUTE_ISOLATION_ACCESSORY_REVIEW","CABLE_GLUTE_KICKBACK","NEEDS_ROW_REVIEW","TEMPLATE_DEFINITION_REQUIRED","NONE","Family 또는 slot에 review template가 남아 있어 근육 기여와 중복 그룹을 확정할 템플릿 정의가 필요합니다.","SOURCE_PLUS_TEMPLATE_DEFINITION","DEFINE_TEMPLATE_BEFORE_SEED_PATCH","READY_AFTER_TEMPLATE_DEFINITION","NO"
"케이블 플라이","ex_4c779df2","CHEST_ISOLATION_REVIEW","NEEDS_SUBTYPE_REVIEW","NEEDS_TEMPLATE_DEFINITION","TEMPLATE_DEFINITION_REQUIRED","NONE","Family 또는 slot에 review template가 남아 있어 근육 기여와 중복 그룹을 확정할 템플릿 정의가 필요합니다.","SOURCE_PLUS_TEMPLATE_DEFINITION","DEFINE_TEMPLATE_BEFORE_SEED_PATCH","READY_AFTER_TEMPLATE_DEFINITION","NO"
"플랫 덤벨 플라이","ex_91b749b3","CHEST_ISOLATION_REVIEW","NEEDS_SUBTYPE_REVIEW","NEEDS_TEMPLATE_DEFINITION","TEMPLATE_DEFINITION_REQUIRED","NONE","Family 또는 slot에 review template가 남아 있어 근육 기여와 중복 그룹을 확정할 템플릿 정의가 필요합니다.","SOURCE_PLUS_TEMPLATE_DEFINITION","DEFINE_TEMPLATE_BEFORE_SEED_PATCH","READY_AFTER_TEMPLATE_DEFINITION","NO"
"할로우 바디 홀드","ex_2a826c82","ANTI_ROTATION_ANTI_EXTENSION_CORE_VARIANTS","NEEDS_SUBTYPE_REVIEW","NEEDS_ROW_REVIEW","TEMPLATE_DEFINITION_REQUIRED","NONE","Family 또는 slot에 review template가 남아 있어 근육 기여와 중복 그룹을 확정할 템플릿 정의가 필요합니다.","NONE","DEFINE_TEMPLATE_BEFORE_SEED_PATCH","READY_AFTER_TEMPLATE_DEFINITION","NO"
"행잉 레그 레이즈","ex_b3f447be","CORE_FLEXION_HIP_FLEXOR_REVIEW","HANGING_LEG_RAISE","NEEDS_ROW_REVIEW","TEMPLATE_DEFINITION_REQUIRED","NONE","Family 또는 slot에 review template가 남아 있어 근육 기여와 중복 그룹을 확정할 템플릿 정의가 필요합니다.","SOURCE_PLUS_TEMPLATE_DEFINITION","DEFINE_TEMPLATE_BEFORE_SEED_PATCH","READY_AFTER_TEMPLATE_DEFINITION","NO"
"힙 어덕션","ex_eaea872c","HIP_ADDUCTION_ACCESSORY_REVIEW","HIP_ADDUCTION","NEEDS_ROW_REVIEW","TEMPLATE_DEFINITION_REQUIRED","NONE","Family 또는 slot에 review template가 남아 있어 근육 기여와 중복 그룹을 확정할 템플릿 정의가 필요합니다.","SOURCE_PLUS_TEMPLATE_DEFINITION","DEFINE_TEMPLATE_BEFORE_SEED_PATCH","READY_AFTER_TEMPLATE_DEFINITION","NO"
"힙 어브덕션","ex_728da646","HIP_ABDUCTION_GLUTE_MED_ACCESSORY_REVIEW","HIP_ABDUCTION","NEEDS_ROW_REVIEW","TEMPLATE_DEFINITION_REQUIRED","NONE","Family 또는 slot에 review template가 남아 있어 근육 기여와 중복 그룹을 확정할 템플릿 정의가 필요합니다.","SOURCE_PLUS_TEMPLATE_DEFINITION","DEFINE_TEMPLATE_BEFORE_SEED_PATCH","READY_AFTER_TEMPLATE_DEFINITION","NO"
"데드버그","ex_d5bdffe1","ANTI_ROTATION_ANTI_EXTENSION_CORE_VARIANTS","NEEDS_SUBTYPE_REVIEW","NEEDS_ROW_REVIEW","TEMPLATE_DEFINITION_REQUIRED","NONE","Family 또는 slot에 review template가 남아 있어 근육 기여와 중복 그룹을 확정할 템플릿 정의가 필요합니다.","NONE","DEFINE_TEMPLATE_BEFORE_SEED_PATCH","READY_AFTER_TEMPLATE_DEFINITION","NO"
"래터럴 스텝다운","ex_69a56484","STEP_UP_VARIANTS","NEEDS_SUBTYPE_REVIEW","NEEDS_SOURCE_REVIEW","TEMPLATE_DEFINITION_REQUIRED","NONE","Family 또는 slot에 review template가 남아 있어 근육 기여와 중복 그룹을 확정할 템플릿 정의가 필요합니다.","SOURCE_PLUS_TEMPLATE_DEFINITION","DEFINE_TEMPLATE_BEFORE_SEED_PATCH","READY_AFTER_TEMPLATE_DEFINITION","NO"
"미니밴드 사이드워크","ex_16b298db","HIP_ABDUCTION_GLUTE_MED_ACTIVATION_REVIEW","MINIBAND_LATERAL_WALK","NEEDS_ROW_REVIEW","TEMPLATE_DEFINITION_REQUIRED","NONE","Family 또는 slot에 review template가 남아 있어 근육 기여와 중복 그룹을 확정할 템플릿 정의가 필요합니다.","SOURCE_PLUS_TEMPLATE_DEFINITION","DEFINE_TEMPLATE_BEFORE_SEED_PATCH","READY_AFTER_TEMPLATE_DEFINITION","NO"
"박스 스텝업","ex_6232f4bc","STEP_UP_VARIANTS","NEEDS_SUBTYPE_REVIEW","NEEDS_SOURCE_REVIEW","TEMPLATE_DEFINITION_REQUIRED","NONE","Family 또는 slot에 review template가 남아 있어 근육 기여와 중복 그룹을 확정할 템플릿 정의가 필요합니다.","SOURCE_PLUS_TEMPLATE_DEFINITION","DEFINE_TEMPLATE_BEFORE_SEED_PATCH","READY_AFTER_TEMPLATE_DEFINITION","NO"
"발목/고관절 가동성","ex_149730de","MOBILITY_WARMUP_RECOVERY_EXERCISES","NEEDS_SUBTYPE_REVIEW","NEEDS_ROW_REVIEW","TEMPLATE_DEFINITION_REQUIRED","NONE","Family 또는 slot에 review template가 남아 있어 근육 기여와 중복 그룹을 확정할 템플릿 정의가 필요합니다.","SOURCE_PLUS_TEMPLATE_DEFINITION","DEFINE_TEMPLATE_BEFORE_SEED_PATCH","READY_AFTER_TEMPLATE_DEFINITION","NO"
"사이드 플랭크","ex_f6d43398","ANTI_ROTATION_ANTI_EXTENSION_CORE_VARIANTS","NEEDS_SUBTYPE_REVIEW","NEEDS_ROW_REVIEW","TEMPLATE_DEFINITION_REQUIRED","NONE","Family 또는 slot에 review template가 남아 있어 근육 기여와 중복 그룹을 확정할 템플릿 정의가 필요합니다.","NONE","DEFINE_TEMPLATE_BEFORE_SEED_PATCH","READY_AFTER_TEMPLATE_DEFINITION","NO"
"스트레칭","ex_dd16e07a","MOBILITY_WARMUP_RECOVERY_EXERCISES","NEEDS_SUBTYPE_REVIEW","NEEDS_ROW_REVIEW","TEMPLATE_DEFINITION_REQUIRED","NONE","Family 또는 slot에 review template가 남아 있어 근육 기여와 중복 그룹을 확정할 템플릿 정의가 필요합니다.","SOURCE_PLUS_TEMPLATE_DEFINITION","DEFINE_TEMPLATE_BEFORE_SEED_PATCH","READY_AFTER_TEMPLATE_DEFINITION","NO"
"코펜하겐 플랭크","ex_a8385c4a","ANTI_ROTATION_ANTI_EXTENSION_CORE_VARIANTS","NEEDS_SUBTYPE_REVIEW","NEEDS_ROW_REVIEW","TEMPLATE_DEFINITION_REQUIRED","NONE","Family 또는 slot에 review template가 남아 있어 근육 기여와 중복 그룹을 확정할 템플릿 정의가 필요합니다.","NONE","DEFINE_TEMPLATE_BEFORE_SEED_PATCH","READY_AFTER_TEMPLATE_DEFINITION","NO"
"터키시 겟업","ex_91f6958d","TURKISH_GETUP_TOTAL_BODY_STABILITY_REVIEW","TURKISH_GETUP","NEEDS_ROW_REVIEW","TEMPLATE_DEFINITION_REQUIRED","NONE","Family 또는 slot에 review template가 남아 있어 근육 기여와 중복 그룹을 확정할 템플릿 정의가 필요합니다.","SOURCE_PLUS_TEMPLATE_DEFINITION","DEFINE_TEMPLATE_BEFORE_SEED_PATCH","READY_AFTER_TEMPLATE_DEFINITION","NO"
"파머스 캐리","ex_a1fc4533","LOADED_CARRY_VARIANTS","NEEDS_SUBTYPE_REVIEW","NEEDS_ROW_REVIEW","TEMPLATE_DEFINITION_REQUIRED","NONE","Family 또는 slot에 review template가 남아 있어 근육 기여와 중복 그룹을 확정할 템플릿 정의가 필요합니다.","NONE","DEFINE_TEMPLATE_BEFORE_SEED_PATCH","READY_AFTER_TEMPLATE_DEFINITION","NO"
"플랭크","ex_a44ae2ca","ANTI_ROTATION_ANTI_EXTENSION_CORE_VARIANTS","NEEDS_SUBTYPE_REVIEW","NEEDS_ROW_REVIEW","TEMPLATE_DEFINITION_REQUIRED","NONE","Family 또는 slot에 review template가 남아 있어 근육 기여와 중복 그룹을 확정할 템플릿 정의가 필요합니다.","NONE","DEFINE_TEMPLATE_BEFORE_SEED_PATCH","READY_AFTER_TEMPLATE_DEFINITION","NO"
"계단 오르기","ex_74c2d13b","CARDIO_RECORDS","NEEDS_SUBTYPE_REVIEW","NEEDS_SOURCE_REVIEW","TEMPLATE_DEFINITION_REQUIRED","NONE","Family 또는 slot에 review template가 남아 있어 근육 기여와 중복 그룹을 확정할 템플릿 정의가 필요합니다.","SOURCE_PLUS_TEMPLATE_DEFINITION","DEFINE_TEMPLATE_BEFORE_SEED_PATCH","READY_AFTER_TEMPLATE_DEFINITION","NO"
"러닝","ex_681d9ed2","CARDIO_RECORDS","NEEDS_SUBTYPE_REVIEW","NEEDS_SOURCE_REVIEW","TEMPLATE_DEFINITION_REQUIRED","NONE","Family 또는 slot에 review template가 남아 있어 근육 기여와 중복 그룹을 확정할 템플릿 정의가 필요합니다.","SOURCE_PLUS_TEMPLATE_DEFINITION","DEFINE_TEMPLATE_BEFORE_SEED_PATCH","READY_AFTER_TEMPLATE_DEFINITION","NO"
"로잉머신","ex_d7c90536","CARDIO_RECORDS","NEEDS_SUBTYPE_REVIEW","NEEDS_SOURCE_REVIEW","TEMPLATE_DEFINITION_REQUIRED","NONE","Family 또는 slot에 review template가 남아 있어 근육 기여와 중복 그룹을 확정할 템플릿 정의가 필요합니다.","SOURCE_PLUS_TEMPLATE_DEFINITION","DEFINE_TEMPLATE_BEFORE_SEED_PATCH","READY_AFTER_TEMPLATE_DEFINITION","NO"
"수영","ex_681eed4a","CARDIO_RECORDS","NEEDS_SUBTYPE_REVIEW","NEEDS_SOURCE_REVIEW","TEMPLATE_DEFINITION_REQUIRED","NONE","Family 또는 slot에 review template가 남아 있어 근육 기여와 중복 그룹을 확정할 템플릿 정의가 필요합니다.","SOURCE_PLUS_TEMPLATE_DEFINITION","DEFINE_TEMPLATE_BEFORE_SEED_PATCH","READY_AFTER_TEMPLATE_DEFINITION","NO"
"실내 자전거","ex_ab918e2b","CARDIO_RECORDS","NEEDS_SUBTYPE_REVIEW","NEEDS_SOURCE_REVIEW","TEMPLATE_DEFINITION_REQUIRED","NONE","Family 또는 slot에 review template가 남아 있어 근육 기여와 중복 그룹을 확정할 템플릿 정의가 필요합니다.","SOURCE_PLUS_TEMPLATE_DEFINITION","DEFINE_TEMPLATE_BEFORE_SEED_PATCH","READY_AFTER_TEMPLATE_DEFINITION","NO"
"인터벌 러닝","ex_faae2044","CARDIO_RECORDS","NEEDS_SUBTYPE_REVIEW","NEEDS_SOURCE_REVIEW","TEMPLATE_DEFINITION_REQUIRED","NONE","Family 또는 slot에 review template가 남아 있어 근육 기여와 중복 그룹을 확정할 템플릿 정의가 필요합니다.","SOURCE_PLUS_TEMPLATE_DEFINITION","DEFINE_TEMPLATE_BEFORE_SEED_PATCH","READY_AFTER_TEMPLATE_DEFINITION","NO"
