"exerciseName","stableKey","proposedMovementFamily","proposedMovementSubtype","proposalStatus","reviewDebtDecision","humanReviewQuestion","reviewDebtReason","sourceReviewKind","recommendedResolution","seedPatchReadiness","safeForSeedMutation"
"멀티셔틀 풋워크","ex_752b45ae","FOOTWORK_SPLIT_STEP_REACTION_DRILL_VARIANTS","NEEDS_SUBTYPE_REVIEW","NEEDS_STRESS_REVIEW","SPORT_TRANSFER_REVIEW_REQUIRED","NONE","스포츠 세션/드릴의 direct transfer, 코트 풋워크, 프로그램 선택 경계가 앱 동작에 영향을 줍니다.","SOURCE_PLUS_SPORT_TRANSFER_REVIEW","ASK_USER_TO_CONFIRM_SPORT_TRANSFER","READY_AFTER_HUMAN_APPROVAL","NO"
"셔틀런","ex_a4040be3","FOOTWORK_SPLIT_STEP_REACTION_DRILL_VARIANTS","NEEDS_SUBTYPE_REVIEW","NEEDS_STRESS_REVIEW","SPORT_TRANSFER_REVIEW_REQUIRED","NONE","스포츠 세션/드릴의 direct transfer, 코트 풋워크, 프로그램 선택 경계가 앱 동작에 영향을 줍니다.","SOURCE_PLUS_SPORT_TRANSFER_REVIEW","ASK_USER_TO_CONFIRM_SPORT_TRANSFER","READY_AFTER_HUMAN_APPROVAL","NO"
"스킵 바운드","ex_c4ea0a2a","RUNNING_MECHANICS_SUPPORT_REVIEW","NEEDS_SUBTYPE_REVIEW","NEEDS_TEMPLATE_DEFINITION","SPORT_TRANSFER_REVIEW_REQUIRED","NONE","스포츠 세션/드릴의 direct transfer, 코트 풋워크, 프로그램 선택 경계가 앱 동작에 영향을 줍니다.","SOURCE_PLUS_SPORT_TRANSFER_REVIEW","ASK_USER_TO_CONFIRM_SPORT_TRANSFER","READY_AFTER_HUMAN_APPROVAL","NO"
"스트라이드","ex_c5c2fdef","RUNNING_MECHANICS_SUPPORT_REVIEW","NEEDS_SUBTYPE_REVIEW","NEEDS_TEMPLATE_DEFINITION","SPORT_TRANSFER_REVIEW_REQUIRED","NONE","스포츠 세션/드릴의 direct transfer, 코트 풋워크, 프로그램 선택 경계가 앱 동작에 영향을 줍니다.","SOURCE_PLUS_SPORT_TRANSFER_REVIEW","ASK_USER_TO_CONFIRM_SPORT_TRANSFER","READY_AFTER_HUMAN_APPROVAL","NO"
"스플릿 스텝","ex_c6d9efef","FOOTWORK_SPLIT_STEP_REACTION_DRILL_VARIANTS","NEEDS_SUBTYPE_REVIEW","NEEDS_STRESS_REVIEW","SPORT_TRANSFER_REVIEW_REQUIRED","NONE","스포츠 세션/드릴의 direct transfer, 코트 풋워크, 프로그램 선택 경계가 앱 동작에 영향을 줍니다.","SOURCE_PLUS_SPORT_TRANSFER_REVIEW","ASK_USER_TO_CONFIRM_SPORT_TRANSFER","READY_AFTER_HUMAN_APPROVAL","NO"
"스플릿 스텝 리액션","ex_8e69fc74","FOOTWORK_SPLIT_STEP_REACTION_DRILL_VARIANTS","NEEDS_SUBTYPE_REVIEW","NEEDS_STRESS_REVIEW","SPORT_TRANSFER_REVIEW_REQUIRED","NONE","스포츠 세션/드릴의 direct transfer, 코트 풋워크, 프로그램 선택 경계가 앱 동작에 영향을 줍니다.","SOURCE_PLUS_SPORT_TRANSFER_REVIEW","ASK_USER_TO_CONFIRM_SPORT_TRANSFER","READY_AFTER_HUMAN_APPROVAL","NO"
"스플릿 스텝 후 좌우 런지","ex_377448a9","BADMINTON_REACTIVE_LUNGE_FOOTWORK_REVIEW","SPLIT_STEP_LATERAL_REACTIVE_LUNGE","NEEDS_ROW_REVIEW","SPORT_TRANSFER_REVIEW_REQUIRED","NONE","스포츠 세션/드릴의 direct transfer, 코트 풋워크, 프로그램 선택 경계가 앱 동작에 영향을 줍니다.","SOURCE_PLUS_SPORT_TRANSFER_REVIEW","ASK_USER_TO_CONFIRM_SPORT_TRANSFER","READY_AFTER_HUMAN_APPROVAL","NO"
"안세영 참고 고강도 랠리 풋워크","ex_c1bf2aa8","FOOTWORK_SPLIT_STEP_REACTION_DRILL_VARIANTS","NEEDS_SUBTYPE_REVIEW","NEEDS_STRESS_REVIEW","SPORT_TRANSFER_REVIEW_REQUIRED","NONE","스포츠 세션/드릴의 direct transfer, 코트 풋워크, 프로그램 선택 경계가 앱 동작에 영향을 줍니다.","SOURCE_PLUS_SPORT_TRANSFER_REVIEW","ASK_USER_TO_CONFIRM_SPORT_TRANSFER","READY_AFTER_HUMAN_APPROVAL","NO"
"앙클링","ex_a412dd45","RUNNING_MECHANICS_SUPPORT_REVIEW","NEEDS_SUBTYPE_REVIEW","NEEDS_TEMPLATE_DEFINITION","SPORT_TRANSFER_REVIEW_REQUIRED","NONE","스포츠 세션/드릴의 direct transfer, 코트 풋워크, 프로그램 선택 경계가 앱 동작에 영향을 줍니다.","SOURCE_PLUS_SPORT_TRANSFER_REVIEW","ASK_USER_TO_CONFIRM_SPORT_TRANSFER","READY_AFTER_HUMAN_APPROVAL","NO"
"앞뒤 랜덤 콕줍기","ex_4255e429","FOOTWORK_SPLIT_STEP_REACTION_DRILL_VARIANTS","NEEDS_SUBTYPE_REVIEW","NEEDS_STRESS_REVIEW","SPORT_TRANSFER_REVIEW_REQUIRED","NONE","스포츠 세션/드릴의 direct transfer, 코트 풋워크, 프로그램 선택 경계가 앱 동작에 영향을 줍니다.","SOURCE_PLUS_SPORT_TRANSFER_REVIEW","ASK_USER_TO_CONFIRM_SPORT_TRANSFER","READY_AFTER_HUMAN_APPROVAL","NO"
"애질리티 래더","ex_2055b629","FOOTWORK_SPLIT_STEP_REACTION_DRILL_VARIANTS","NEEDS_SUBTYPE_REVIEW","NEEDS_STRESS_REVIEW","SPORT_TRANSFER_REVIEW_REQUIRED","NONE","스포츠 세션/드릴의 direct transfer, 코트 풋워크, 프로그램 선택 경계가 앱 동작에 영향을 줍니다.","SOURCE_PLUS_SPORT_TRANSFER_REVIEW","ASK_USER_TO_CONFIRM_SPORT_TRANSFER","READY_AFTER_HUMAN_APPROVAL","NO"
"월 드라이브","ex_f332aeab","RUNNING_MECHANICS_SUPPORT_REVIEW","NEEDS_SUBTYPE_REVIEW","NEEDS_TEMPLATE_DEFINITION","SPORT_TRANSFER_REVIEW_REQUIRED","NONE","스포츠 세션/드릴의 direct transfer, 코트 풋워크, 프로그램 선택 경계가 앱 동작에 영향을 줍니다.","SOURCE_PLUS_SPORT_TRANSFER_REVIEW","ASK_USER_TO_CONFIRM_SPORT_TRANSFER","READY_AFTER_HUMAN_APPROVAL","NO"
"좌우 랜덤 콕줍기","ex_421ba24b","FOOTWORK_SPLIT_STEP_REACTION_DRILL_VARIANTS","NEEDS_SUBTYPE_REVIEW","NEEDS_STRESS_REVIEW","SPORT_TRANSFER_REVIEW_REQUIRED","NONE","스포츠 세션/드릴의 direct transfer, 코트 풋워크, 프로그램 선택 경계가 앱 동작에 영향을 줍니다.","SOURCE_PLUS_SPORT_TRANSFER_REVIEW","ASK_USER_TO_CONFIRM_SPORT_TRANSFER","READY_AFTER_HUMAN_APPROVAL","NO"
"콘 드릴","ex_a4350c0f","FOOTWORK_SPLIT_STEP_REACTION_DRILL_VARIANTS","NEEDS_SUBTYPE_REVIEW","NEEDS_STRESS_REVIEW","SPORT_TRANSFER_REVIEW_REQUIRED","NONE","스포츠 세션/드릴의 direct transfer, 코트 풋워크, 프로그램 선택 경계가 앱 동작에 영향을 줍니다.","SOURCE_PLUS_SPORT_TRANSFER_REVIEW","ASK_USER_TO_CONFIRM_SPORT_TRANSFER","READY_AFTER_HUMAN_APPROVAL","NO"
"하이니 스킵","ex_c821775c","RUNNING_MECHANICS_SUPPORT_REVIEW","NEEDS_SUBTYPE_REVIEW","NEEDS_TEMPLATE_DEFINITION","SPORT_TRANSFER_REVIEW_REQUIRED","NONE","스포츠 세션/드릴의 direct transfer, 코트 풋워크, 프로그램 선택 경계가 앱 동작에 영향을 줍니다.","SOURCE_PLUS_SPORT_TRANSFER_REVIEW","ASK_USER_TO_CONFIRM_SPORT_TRANSFER","READY_AFTER_HUMAN_APPROVAL","NO"
"농구","ex_1a4858d7","OTHER_SPORT_SESSION_RECORDS_REVIEW","NEEDS_SUBTYPE_REVIEW","SPORT_SESSION_REVIEW","SPORT_TRANSFER_REVIEW_REQUIRED","NONE","스포츠 세션/드릴의 direct transfer, 코트 풋워크, 프로그램 선택 경계가 앱 동작에 영향을 줍니다.","SOURCE_PLUS_SPORT_TRANSFER_REVIEW","ASK_USER_TO_CONFIRM_SPORT_TRANSFER","READY_AFTER_HUMAN_APPROVAL","NO"
"러닝 풋살","ex_aca9d312","OTHER_SPORT_SESSION_RECORDS_REVIEW","NEEDS_SUBTYPE_REVIEW","SPORT_SESSION_REVIEW","SPORT_TRANSFER_REVIEW_REQUIRED","NONE","스포츠 세션/드릴의 direct transfer, 코트 풋워크, 프로그램 선택 경계가 앱 동작에 영향을 줍니다.","SOURCE_PLUS_SPORT_TRANSFER_REVIEW","ASK_USER_TO_CONFIRM_SPORT_TRANSFER","READY_AFTER_HUMAN_APPROVAL","NO"
"배드민턴","ex_ae9ecdbc","BADMINTON_SESSION_SPORT_RECORDS","BADMINTON_SESSION","SPORT_SESSION_REVIEW","SPORT_TRANSFER_REVIEW_REQUIRED","NONE","스포츠 세션/드릴의 direct transfer, 코트 풋워크, 프로그램 선택 경계가 앱 동작에 영향을 줍니다.","SOURCE_PLUS_SPORT_TRANSFER_REVIEW","ASK_USER_TO_CONFIRM_SPORT_TRANSFER","READY_AFTER_HUMAN_APPROVAL","NO"
"배드민턴 레슨","ex_badminton_lesson","BADMINTON_SESSION_SPORT_RECORDS","BADMINTON_LESSON","SPORT_SESSION_REVIEW","SPORT_TRANSFER_REVIEW_REQUIRED","NONE","스포츠 세션/드릴의 direct transfer, 코트 풋워크, 프로그램 선택 경계가 앱 동작에 영향을 줍니다.","SOURCE_PLUS_SPORT_TRANSFER_REVIEW","ASK_USER_TO_CONFIRM_SPORT_TRANSFER","READY_AFTER_HUMAN_APPROVAL","NO"
"축구","ex_1a4bbdcf","OTHER_SPORT_SESSION_RECORDS_REVIEW","NEEDS_SUBTYPE_REVIEW","SPORT_SESSION_REVIEW","SPORT_TRANSFER_REVIEW_REQUIRED","NONE","스포츠 세션/드릴의 direct transfer, 코트 풋워크, 프로그램 선택 경계가 앱 동작에 영향을 줍니다.","SOURCE_PLUS_SPORT_TRANSFER_REVIEW","ASK_USER_TO_CONFIRM_SPORT_TRANSFER","READY_AFTER_HUMAN_APPROVAL","NO"
"테니스","ex_2f3b56d0","OTHER_SPORT_SESSION_RECORDS_REVIEW","NEEDS_SUBTYPE_REVIEW","SPORT_SESSION_REVIEW","SPORT_TRANSFER_REVIEW_REQUIRED","NONE","스포츠 세션/드릴의 direct transfer, 코트 풋워크, 프로그램 선택 경계가 앱 동작에 영향을 줍니다.","SOURCE_PLUS_SPORT_TRANSFER_REVIEW","ASK_USER_TO_CONFIRM_SPORT_TRANSFER","READY_AFTER_HUMAN_APPROVAL","NO"
