"exerciseName","stableKey","reviewDebtDecision","safeForSeedMutation","missingFields","placeholderFields","placeholderValues","reason","recommendedNextPass"
"덤벨 리스트 컬","ex_95028bfe","ANATOMY_SUPPORTED_TEMPLATE","NO","primaryStressProfile|recoveryDecayProfile|stressMagnitudeHint|badmintonTransferLevel","","","A meaning-bearing production field is blank or placeholder; seed candidate generation is blocked for this row.","FIELD_SPECIFIC_NORMALIZATION_PASSES"
"덤벨 벤치프레스","ex_3a7d3eda","ANATOMY_SUPPORTED_TEMPLATE","NO","primaryStressProfile|recoveryDecayProfile|stressMagnitudeHint|badmintonTransferLevel","","","A meaning-bearing production field is blank or placeholder; seed candidate generation is blocked for this row.","FIELD_SPECIFIC_NORMALIZATION_PASSES"
"덤벨 숄더프레스","ex_79f3bdbe","ANATOMY_SUPPORTED_TEMPLATE","NO","primaryStressProfile|recoveryDecayProfile|stressMagnitudeHint|badmintonTransferLevel","","","A meaning-bearing production field is blank or placeholder; seed candidate generation is blocked for this row.","FIELD_SPECIFIC_NORMALIZATION_PASSES"
"덤벨 스텝업","ex_704cbf1a","ANATOMY_SUPPORTED_TEMPLATE","NO","movementSubtype|primaryStressProfile|recoveryDecayProfile|stressMagnitudeHint|badmintonTransferLevel","","","A meaning-bearing production field is blank or placeholder; seed candidate generation is blocked for this row.","FIELD_SPECIFIC_NORMALIZATION_PASSES"
"덤벨 컬","ex_281347da","ANATOMY_SUPPORTED_TEMPLATE","NO","primaryStressProfile|recoveryDecayProfile|stressMagnitudeHint|badmintonTransferLevel","","","A meaning-bearing production field is blank or placeholder; seed candidate generation is blocked for this row.","FIELD_SPECIFIC_NORMALIZATION_PASSES"
"덤벨 킥백","ex_da56a4fe","ANATOMY_SUPPORTED_TEMPLATE","NO","primaryStressProfile|recoveryDecayProfile|stressMagnitudeHint|badmintonTransferLevel","","","A meaning-bearing production field is blank or placeholder; seed candidate generation is blocked for this row.","FIELD_SPECIFIC_NORMALIZATION_PASSES"
"덤벨 풀오버","ex_708e64ce","ANATOMY_SUPPORTED_TEMPLATE","NO","badmintonTransferLevel","movementFamily|movementSubtype|programSlot|redundancyGroup|progressMetricType","movementFamily=PULLOVER_LAT_CHEST_ACCESSORY_REVIEW|movementSubtype=NEEDS_SUBTYPE_REVIEW|programSlot=PULLOVER_ACCESSORY_REVIEW|redundancyGroup=PULLOVER_LAT_CHEST_ACCESSORY_REVIEW|progressMetricType=REVIEW","A meaning-bearing production field is blank or placeholder; seed candidate generation is blocked for this row.","FIELD_SPECIFIC_NORMALIZATION_PASSES"
"덤벨 프로네이션/수피네이션","ex_f6703b06","ANATOMY_SUPPORTED_TEMPLATE","NO","primaryStressProfile|recoveryDecayProfile|stressMagnitudeHint|badmintonTransferLevel","","","A meaning-bearing production field is blank or placeholder; seed candidate generation is blocked for this row.","FIELD_SPECIFIC_NORMALIZATION_PASSES"
"데드리프트","barbell_deadlift","ACCEPTED_HEURISTIC","NO","badmintonTransferLevel","","","A meaning-bearing production field is blank or placeholder; seed candidate generation is blocked for this row.","FIELD_SPECIFIC_NORMALIZATION_PASSES"
"등받이 없는 덤벨 시티드 숄더프레스","ex_bb4b4276","ANATOMY_SUPPORTED_TEMPLATE","NO","primaryStressProfile|recoveryDecayProfile|stressMagnitudeHint|badmintonTransferLevel","","","A meaning-bearing production field is blank or placeholder; seed candidate generation is blocked for this row.","FIELD_SPECIFIC_NORMALIZATION_PASSES"
"디클라인 푸시업","ex_fb67af37","ANATOMY_SUPPORTED_TEMPLATE","NO","primaryStressProfile|recoveryDecayProfile|stressMagnitudeHint|badmintonTransferLevel","","","A meaning-bearing production field is blank or placeholder; seed candidate generation is blocked for this row.","FIELD_SPECIFIC_NORMALIZATION_PASSES"
"딥스","ex_6463edad","ANATOMY_SUPPORTED_TEMPLATE","NO","primaryStressProfile|recoveryDecayProfile|stressMagnitudeHint|badmintonTransferLevel","progressMetricType|analysisEligibility","progressMetricType=REVIEW|analysisEligibility=REVIEW","A meaning-bearing production field is blank or placeholder; seed candidate generation is blocked for this row.","FIELD_SPECIFIC_NORMALIZATION_PASSES"
"라잉 트라이셉스 익스텐션","ex_d20b7487","ANATOMY_SUPPORTED_TEMPLATE","NO","primaryStressProfile|recoveryDecayProfile|stressMagnitudeHint|badmintonTransferLevel","","","A meaning-bearing production field is blank or placeholder; seed candidate generation is blocked for this row.","FIELD_SPECIFIC_NORMALIZATION_PASSES"
"래터럴 런지","ex_b4b198de","ANATOMY_SUPPORTED_TEMPLATE","NO","badmintonTransferLevel","movementSubtype|analysisEligibility","movementSubtype=NEEDS_SUBTYPE_REVIEW|analysisEligibility=FATIGUE|HYPERTROPHY_VOLUME|BADMINTON_TRANSFER_REVIEW|BALANCE","A meaning-bearing production field is blank or placeholder; seed candidate generation is blocked for this row.","FIELD_SPECIFIC_NORMALIZATION_PASSES"
"랫풀다운","ex_dc9e5953","ANATOMY_SUPPORTED_TEMPLATE","NO","badmintonTransferLevel","","","A meaning-bearing production field is blank or placeholder; seed candidate generation is blocked for this row.","FIELD_SPECIFIC_NORMALIZATION_PASSES"
"런지","ex_64644b5e","ANATOMY_SUPPORTED_TEMPLATE","NO","badmintonTransferLevel","movementSubtype|analysisEligibility","movementSubtype=NEEDS_SUBTYPE_REVIEW|analysisEligibility=FATIGUE|HYPERTROPHY_VOLUME|BADMINTON_TRANSFER_REVIEW|BALANCE","A meaning-bearing production field is blank or placeholder; seed candidate generation is blocked for this row.","FIELD_SPECIFIC_NORMALIZATION_PASSES"
"레그 익스텐션","ex_b78a8f95","ANATOMY_SUPPORTED_TEMPLATE","NO","primaryStressProfile|recoveryDecayProfile|stressMagnitudeHint|badmintonTransferLevel","","","A meaning-bearing production field is blank or placeholder; seed candidate generation is blocked for this row.","FIELD_SPECIFIC_NORMALIZATION_PASSES"
"레그 컬","ex_2822ec2e","ANATOMY_SUPPORTED_TEMPLATE","NO","movementSubtype|primaryStressProfile|recoveryDecayProfile|stressMagnitudeHint|badmintonTransferLevel","","","A meaning-bearing production field is blank or placeholder; seed candidate generation is blocked for this row.","FIELD_SPECIFIC_NORMALIZATION_PASSES"
"레그 프레스","ex_ab468462","ANATOMY_SUPPORTED_TEMPLATE","NO","movementSubtype|primaryStressProfile|recoveryDecayProfile|stressMagnitudeHint|badmintonTransferLevel","","","A meaning-bearing production field is blank or placeholder; seed candidate generation is blocked for this row.","FIELD_SPECIFIC_NORMALIZATION_PASSES"
"로프 해머 컬","ex_c1a81cb2","ANATOMY_SUPPORTED_TEMPLATE","NO","primaryStressProfile|recoveryDecayProfile|stressMagnitudeHint|badmintonTransferLevel","","","A meaning-bearing production field is blank or placeholder; seed candidate generation is blocked for this row.","FIELD_SPECIFIC_NORMALIZATION_PASSES"
"루마니안 데드리프트","ex_d2bb7946","ACCEPTED_HEURISTIC","NO","badmintonTransferLevel","","","A meaning-bearing production field is blank or placeholder; seed candidate generation is blocked for this row.","FIELD_SPECIFIC_NORMALIZATION_PASSES"
"리닝 래터럴 레이즈","ex_70f19bf","ANATOMY_SUPPORTED_TEMPLATE","NO","primaryStressProfile|recoveryDecayProfile|stressMagnitudeHint|badmintonTransferLevel","","","A meaning-bearing production field is blank or placeholder; seed candidate generation is blocked for this row.","FIELD_SPECIFIC_NORMALIZATION_PASSES"
"리버스 노르딕 컬","ex_8a3800f1","ACCEPTED_HEURISTIC","NO","badmintonTransferLevel","movementFamily|programSlot|redundancyGroup","movementFamily=QUAD_ECCENTRIC_KNEE_DOMINANT_REVIEW|programSlot=KNEE_DOMINANT_ACCESSORY_REVIEW|redundancyGroup=QUAD_ECCENTRIC_KNEE_DOMINANT_REVIEW","A meaning-bearing production field is blank or placeholder; seed candidate generation is blocked for this row.","FIELD_SPECIFIC_NORMALIZATION_PASSES"
"리버스 런지","ex_c8bcf3ce","ANATOMY_SUPPORTED_TEMPLATE","NO","badmintonTransferLevel","movementSubtype|analysisEligibility","movementSubtype=NEEDS_SUBTYPE_REVIEW|analysisEligibility=FATIGUE|HYPERTROPHY_VOLUME|BADMINTON_TRANSFER_REVIEW|BALANCE","A meaning-bearing production field is blank or placeholder; seed candidate generation is blocked for this row.","FIELD_SPECIFIC_NORMALIZATION_PASSES"
"리버스 리스트 컬","ex_8e18b02a","ANATOMY_SUPPORTED_TEMPLATE","NO","primaryStressProfile|recoveryDecayProfile|stressMagnitudeHint|badmintonTransferLevel","","","A meaning-bearing production field is blank or placeholder; seed candidate generation is blocked for this row.","FIELD_SPECIFIC_NORMALIZATION_PASSES"
"리버스 컬","ex_dd2f732e","ANATOMY_SUPPORTED_TEMPLATE","NO","primaryStressProfile|recoveryDecayProfile|stressMagnitudeHint|badmintonTransferLevel","","","A meaning-bearing production field is blank or placeholder; seed candidate generation is blocked for this row.","FIELD_SPECIFIC_NORMALIZATION_PASSES"
"리어델트 케이블 플라이","ex_7deabeba","ANATOMY_SUPPORTED_TEMPLATE","NO","primaryStressProfile|recoveryDecayProfile|stressMagnitudeHint|badmintonTransferLevel","","","A meaning-bearing production field is blank or placeholder; seed candidate generation is blocked for this row.","FIELD_SPECIFIC_NORMALIZATION_PASSES"
"리어델트 플라이","ex_7176cbee","ANATOMY_SUPPORTED_TEMPLATE","NO","primaryStressProfile|recoveryDecayProfile|stressMagnitudeHint|badmintonTransferLevel","","","A meaning-bearing production field is blank or placeholder; seed candidate generation is blocked for this row.","FIELD_SPECIFIC_NORMALIZATION_PASSES"
"리어풋 엘리베이티드 스플릿 스쿼트","ex_bb728af2","ANATOMY_SUPPORTED_TEMPLATE","NO","badmintonTransferLevel","movementSubtype|analysisEligibility","movementSubtype=NEEDS_SUBTYPE_REVIEW|analysisEligibility=FATIGUE|HYPERTROPHY_VOLUME|BADMINTON_TRANSFER_REVIEW|BALANCE","A meaning-bearing production field is blank or placeholder; seed candidate generation is blocked for this row.","FIELD_SPECIFIC_NORMALIZATION_PASSES"
"링 로우","ex_282a9d87","ANATOMY_SUPPORTED_TEMPLATE","NO","badmintonTransferLevel","movementSubtype","movementSubtype=NEEDS_SUBTYPE_REVIEW","A meaning-bearing production field is blank or placeholder; seed candidate generation is blocked for this row.","FIELD_SPECIFIC_NORMALIZATION_PASSES"
"마운틴 클라이머","ex_a9b52886","ACCEPTED_HEURISTIC","NO","primaryStressProfile|recoveryDecayProfile|stressMagnitudeHint|badmintonTransferLevel","","","A meaning-bearing production field is blank or placeholder; seed candidate generation is blocked for this row.","FIELD_SPECIFIC_NORMALIZATION_PASSES"
"맨몸 스쿼트","ex_cb3c4dc2","ANATOMY_SUPPORTED_TEMPLATE","NO","primaryStressProfile|recoveryDecayProfile|stressMagnitudeHint|badmintonTransferLevel","","","A meaning-bearing production field is blank or placeholder; seed candidate generation is blocked for this row.","FIELD_SPECIFIC_NORMALIZATION_PASSES"
"머신 숄더프레스","ex_4aa3725a","ANATOMY_SUPPORTED_TEMPLATE","NO","primaryStressProfile|recoveryDecayProfile|stressMagnitudeHint|badmintonTransferLevel","","","A meaning-bearing production field is blank or placeholder; seed candidate generation is blocked for this row.","FIELD_SPECIFIC_NORMALIZATION_PASSES"
"머신 체스트프레스","ex_1dbee10e","ANATOMY_SUPPORTED_TEMPLATE","NO","primaryStressProfile|recoveryDecayProfile|stressMagnitudeHint|badmintonTransferLevel","","","A meaning-bearing production field is blank or placeholder; seed candidate generation is blocked for this row.","FIELD_SPECIFIC_NORMALIZATION_PASSES"
"메도우즈 로우","ex_f459ad2a","ACCEPTED_HEURISTIC","NO","badmintonTransferLevel","movementSubtype","movementSubtype=NEEDS_SUBTYPE_REVIEW","A meaning-bearing production field is blank or placeholder; seed candidate generation is blocked for this row.","FIELD_SPECIFIC_NORMALIZATION_PASSES"
"바벨 로우","ex_de46b7f6","ACCEPTED_HEURISTIC","NO","badmintonTransferLevel","","","A meaning-bearing production field is blank or placeholder; seed candidate generation is blocked for this row.","FIELD_SPECIFIC_NORMALIZATION_PASSES"
"밴드 외회전","ex_e8ff8cfa","ANATOMY_SUPPORTED_TEMPLATE","NO","primaryStressProfile|recoveryDecayProfile|stressMagnitudeHint|badmintonTransferLevel","","","A meaning-bearing production field is blank or placeholder; seed candidate generation is blocked for this row.","FIELD_SPECIFIC_NORMALIZATION_PASSES"
"버드독","ex_28347c1f","ANATOMY_SUPPORTED_TEMPLATE","NO","movementSubtype|primaryStressProfile|recoveryDecayProfile|stressMagnitudeHint|badmintonTransferLevel","","","A meaning-bearing production field is blank or placeholder; seed candidate generation is blocked for this row.","FIELD_SPECIFIC_NORMALIZATION_PASSES"
"벤치 딥스","ex_deca2b61","ACCEPTED_HEURISTIC","NO","badmintonTransferLevel","movementFamily|programSlot|redundancyGroup","movementFamily=DIP_TRICEPS_PUSH_REVIEW|programSlot=TRICEPS_ACCESSORY_REVIEW|redundancyGroup=DIP_TRICEPS_PUSH_REVIEW","A meaning-bearing production field is blank or placeholder; seed candidate generation is blocked for this row.","FIELD_SPECIFIC_NORMALIZATION_PASSES"
"벤치프레스","barbell_bench_press","READY_AFTER_HUMAN_APPROVAL","NO","primaryStressProfile|recoveryDecayProfile|stressMagnitudeHint|badmintonTransferLevel","","","A meaning-bearing production field is blank or placeholder; seed candidate generation is blocked for this row.","FIELD_SPECIFIC_NORMALIZATION_PASSES"
"슈퍼맨","ex_284ecca6","ACCEPTED_HEURISTIC","NO","primaryStressProfile|recoveryDecayProfile|stressMagnitudeHint|badmintonTransferLevel","","","A meaning-bearing production field is blank or placeholder; seed candidate generation is blocked for this row.","FIELD_SPECIFIC_NORMALIZATION_PASSES"
"스미스 머신 런지","ex_1052e9fa","ANATOMY_SUPPORTED_TEMPLATE","NO","badmintonTransferLevel","movementSubtype|analysisEligibility","movementSubtype=NEEDS_SUBTYPE_REVIEW|analysisEligibility=FATIGUE|HYPERTROPHY_VOLUME|BADMINTON_TRANSFER_REVIEW|BALANCE","A meaning-bearing production field is blank or placeholder; seed candidate generation is blocked for this row.","FIELD_SPECIFIC_NORMALIZATION_PASSES"
"스미스 머신 스쿼트","ex_fa3416f6","ACCEPTED_HEURISTIC","NO","badmintonTransferLevel","movementSubtype","movementSubtype=NEEDS_SUBTYPE_REVIEW","A meaning-bearing production field is blank or placeholder; seed candidate generation is blocked for this row.","FIELD_SPECIFIC_NORMALIZATION_PASSES"
"스캡 풀업","ex_e1894690","ANATOMY_SUPPORTED_TEMPLATE","NO","badmintonTransferLevel","movementSubtype","movementSubtype=NEEDS_SUBTYPE_REVIEW","A meaning-bearing production field is blank or placeholder; seed candidate generation is blocked for this row.","FIELD_SPECIFIC_NORMALIZATION_PASSES"
"스쿼트","barbell_back_squat","ACCEPTED_HEURISTIC","NO","badmintonTransferLevel","","","A meaning-bearing production field is blank or placeholder; seed candidate generation is blocked for this row.","FIELD_SPECIFIC_NORMALIZATION_PASSES"
"스탠딩 레그 컬","ex_b59bed7d","ANATOMY_SUPPORTED_TEMPLATE","NO","movementSubtype|primaryStressProfile|recoveryDecayProfile|stressMagnitudeHint|badmintonTransferLevel","","","A meaning-bearing production field is blank or placeholder; seed candidate generation is blocked for this row.","FIELD_SPECIFIC_NORMALIZATION_PASSES"
"스탠딩 카프 레이즈","ex_bd072cd","ANATOMY_SUPPORTED_TEMPLATE","NO","badmintonTransferLevel","movementSubtype|analysisEligibility","movementSubtype=NEEDS_SUBTYPE_REVIEW|analysisEligibility=FATIGUE|HYPERTROPHY_VOLUME|BADMINTON_TRANSFER_REVIEW|BALANCE","A meaning-bearing production field is blank or placeholder; seed candidate generation is blocked for this row.","FIELD_SPECIFIC_NORMALIZATION_PASSES"
"스트레이트암 풀다운","ex_ca5cce66","ANATOMY_SUPPORTED_TEMPLATE","NO","primaryStressProfile|recoveryDecayProfile|stressMagnitudeHint|badmintonTransferLevel","","","A meaning-bearing production field is blank or placeholder; seed candidate generation is blocked for this row.","FIELD_SPECIFIC_NORMALIZATION_PASSES"
"스파이더 컬","ex_516f4456","ANATOMY_SUPPORTED_TEMPLATE","NO","primaryStressProfile|recoveryDecayProfile|stressMagnitudeHint|badmintonTransferLevel","","","A meaning-bearing production field is blank or placeholder; seed candidate generation is blocked for this row.","FIELD_SPECIFIC_NORMALIZATION_PASSES"
"스플릿 스쿼트","ex_f2a79d37","ANATOMY_SUPPORTED_TEMPLATE","NO","badmintonTransferLevel","movementSubtype|analysisEligibility","movementSubtype=NEEDS_SUBTYPE_REVIEW|analysisEligibility=FATIGUE|HYPERTROPHY_VOLUME|BADMINTON_TRANSFER_REVIEW|BALANCE","A meaning-bearing production field is blank or placeholder; seed candidate generation is blocked for this row.","FIELD_SPECIFIC_NORMALIZATION_PASSES"
"시티드 원암 케이블 로우","ex_a76f20b6","ACCEPTED_HEURISTIC","NO","badmintonTransferLevel","movementSubtype","movementSubtype=NEEDS_SUBTYPE_REVIEW","A meaning-bearing production field is blank or placeholder; seed candidate generation is blocked for this row.","FIELD_SPECIFIC_NORMALIZATION_PASSES"
"시티드 카프 레이즈","ex_5c8751d2","ANATOMY_SUPPORTED_TEMPLATE","NO","badmintonTransferLevel","movementSubtype|analysisEligibility","movementSubtype=NEEDS_SUBTYPE_REVIEW|analysisEligibility=FATIGUE|HYPERTROPHY_VOLUME|BADMINTON_TRANSFER_REVIEW|BALANCE","A meaning-bearing production field is blank or placeholder; seed candidate generation is blocked for this row.","FIELD_SPECIFIC_NORMALIZATION_PASSES"
"싱글 레그 글루트 브릿지","ex_5715d6ca","ANATOMY_SUPPORTED_TEMPLATE","NO","badmintonTransferLevel","movementSubtype","movementSubtype=NEEDS_SUBTYPE_REVIEW","A meaning-bearing production field is blank or placeholder; seed candidate generation is blocked for this row.","FIELD_SPECIFIC_NORMALIZATION_PASSES"
"싱글 레그 레그 익스텐션","ex_d60745b4","ANATOMY_SUPPORTED_TEMPLATE","NO","primaryStressProfile|recoveryDecayProfile|stressMagnitudeHint|badmintonTransferLevel","","","A meaning-bearing production field is blank or placeholder; seed candidate generation is blocked for this row.","FIELD_SPECIFIC_NORMALIZATION_PASSES"
"싱글 레그 레그 컬","ex_8824026f","ANATOMY_SUPPORTED_TEMPLATE","NO","movementSubtype|primaryStressProfile|recoveryDecayProfile|stressMagnitudeHint|badmintonTransferLevel","","","A meaning-bearing production field is blank or placeholder; seed candidate generation is blocked for this row.","FIELD_SPECIFIC_NORMALIZATION_PASSES"
"싱글 레그 카프 레이즈","ex_5ca7133f","ANATOMY_SUPPORTED_TEMPLATE","NO","badmintonTransferLevel","movementSubtype|analysisEligibility","movementSubtype=NEEDS_SUBTYPE_REVIEW|analysisEligibility=FATIGUE|HYPERTROPHY_VOLUME|BADMINTON_TRANSFER_REVIEW|BALANCE","A meaning-bearing production field is blank or placeholder; seed candidate generation is blocked for this row.","FIELD_SPECIFIC_NORMALIZATION_PASSES"
"싱글 레그 힙 쓰러스트","ex_d634055c","ANATOMY_SUPPORTED_TEMPLATE","NO","badmintonTransferLevel","movementSubtype","movementSubtype=NEEDS_SUBTYPE_REVIEW","A meaning-bearing production field is blank or placeholder; seed candidate generation is blocked for this row.","FIELD_SPECIFIC_NORMALIZATION_PASSES"
"아놀드 프레스","ex_767e188e","ANATOMY_SUPPORTED_TEMPLATE","NO","primaryStressProfile|recoveryDecayProfile|stressMagnitudeHint|badmintonTransferLevel","","","A meaning-bearing production field is blank or placeholder; seed candidate generation is blocked for this row.","FIELD_SPECIFIC_NORMALIZATION_PASSES"
"아처 푸시업","ex_73b0b63f","ANATOMY_SUPPORTED_TEMPLATE","NO","primaryStressProfile|recoveryDecayProfile|stressMagnitudeHint|badmintonTransferLevel","","","A meaning-bearing production field is blank or placeholder; seed candidate generation is blocked for this row.","FIELD_SPECIFIC_NORMALIZATION_PASSES"
"오버헤드 트라이셉스 익스텐션","ex_a9e8859c","ACCEPTED_HEURISTIC","NO","badmintonTransferLevel","movementFamily|programSlot|analysisEligibility","movementFamily=OVERHEAD_TRICEPS_LONG_HEAD_REVIEW|programSlot=TRICEPS_ACCESSORY_REVIEW|analysisEligibility=FATIGUE|HYPERTROPHY_VOLUME|BALANCE|BADMINTON_TRANSFER_REVIEW","A meaning-bearing production field is blank or placeholder; seed candidate generation is blocked for this row.","FIELD_SPECIFIC_NORMALIZATION_PASSES"
"오버헤드 프레스","ex_32219f7a","ANATOMY_SUPPORTED_TEMPLATE","NO","primaryStressProfile|recoveryDecayProfile|stressMagnitudeHint|badmintonTransferLevel","","","A meaning-bearing production field is blank or placeholder; seed candidate generation is blocked for this row.","FIELD_SPECIFIC_NORMALIZATION_PASSES"
"워킹 런지","ex_e3715c0b","ANATOMY_SUPPORTED_TEMPLATE","NO","badmintonTransferLevel","movementSubtype|analysisEligibility","movementSubtype=NEEDS_SUBTYPE_REVIEW|analysisEligibility=FATIGUE|HYPERTROPHY_VOLUME|BADMINTON_TRANSFER_REVIEW|BALANCE","A meaning-bearing production field is blank or placeholder; seed candidate generation is blocked for this row.","FIELD_SPECIFIC_NORMALIZATION_PASSES"
"원레그 레그 프레스","ex_a091b9fe","ANATOMY_SUPPORTED_TEMPLATE","NO","movementSubtype|primaryStressProfile|recoveryDecayProfile|stressMagnitudeHint|badmintonTransferLevel","","","A meaning-bearing production field is blank or placeholder; seed candidate generation is blocked for this row.","FIELD_SPECIFIC_NORMALIZATION_PASSES"
"원레그 핵 스쿼트","ex_f1d31d3d","ACCEPTED_HEURISTIC","NO","badmintonTransferLevel","movementSubtype","movementSubtype=NEEDS_SUBTYPE_REVIEW","A meaning-bearing production field is blank or placeholder; seed candidate generation is blocked for this row.","FIELD_SPECIFIC_NORMALIZATION_PASSES"
"원암 덤벨 RDL","ex_e0b1e364","ANATOMY_SUPPORTED_TEMPLATE","NO","primaryStressProfile|recoveryDecayProfile|stressMagnitudeHint|badmintonTransferLevel","","","A meaning-bearing production field is blank or placeholder; seed candidate generation is blocked for this row.","FIELD_SPECIFIC_NORMALIZATION_PASSES"
"원암 덤벨 로우","ex_30a0e9aa","ACCEPTED_HEURISTIC","NO","badmintonTransferLevel","","","A meaning-bearing production field is blank or placeholder; seed candidate generation is blocked for this row.","FIELD_SPECIFIC_NORMALIZATION_PASSES"
"원암 덤벨 벤치프레스","ex_389e0556","ANATOMY_SUPPORTED_TEMPLATE","NO","primaryStressProfile|recoveryDecayProfile|stressMagnitudeHint|badmintonTransferLevel","","","A meaning-bearing production field is blank or placeholder; seed candidate generation is blocked for this row.","FIELD_SPECIFIC_NORMALIZATION_PASSES"
"원암 덤벨 숄더프레스","ex_7814843a","ANATOMY_SUPPORTED_TEMPLATE","NO","primaryStressProfile|recoveryDecayProfile|stressMagnitudeHint|badmintonTransferLevel","","","A meaning-bearing production field is blank or placeholder; seed candidate generation is blocked for this row.","FIELD_SPECIFIC_NORMALIZATION_PASSES"
"원암 덤벨 오버헤드 트라이셉스 익스텐션","ex_fdbdf454","ACCEPTED_HEURISTIC","NO","badmintonTransferLevel","movementFamily|programSlot|analysisEligibility","movementFamily=OVERHEAD_TRICEPS_LONG_HEAD_REVIEW|programSlot=TRICEPS_ACCESSORY_REVIEW|analysisEligibility=FATIGUE|HYPERTROPHY_VOLUME|BALANCE|BADMINTON_TRANSFER_REVIEW","A meaning-bearing production field is blank or placeholder; seed candidate generation is blocked for this row.","FIELD_SPECIFIC_NORMALIZATION_PASSES"
"원암 덤벨 컬","ex_85b2ac56","ANATOMY_SUPPORTED_TEMPLATE","NO","primaryStressProfile|recoveryDecayProfile|stressMagnitudeHint|badmintonTransferLevel","","","A meaning-bearing production field is blank or placeholder; seed candidate generation is blocked for this row.","FIELD_SPECIFIC_NORMALIZATION_PASSES"
"원암 랫풀다운","ex_32eb8457","ANATOMY_SUPPORTED_TEMPLATE","NO","badmintonTransferLevel","movementSubtype","movementSubtype=NEEDS_SUBTYPE_REVIEW","A meaning-bearing production field is blank or placeholder; seed candidate generation is blocked for this row.","FIELD_SPECIFIC_NORMALIZATION_PASSES"
"원암 로우","ex_e3487166","ACCEPTED_HEURISTIC","NO","badmintonTransferLevel","movementSubtype","movementSubtype=NEEDS_SUBTYPE_REVIEW","A meaning-bearing production field is blank or placeholder; seed candidate generation is blocked for this row.","FIELD_SPECIFIC_NORMALIZATION_PASSES"
"원암 리어델트 케이블 플라이","ex_a60496be","ANATOMY_SUPPORTED_TEMPLATE","NO","primaryStressProfile|recoveryDecayProfile|stressMagnitudeHint|badmintonTransferLevel","","","A meaning-bearing production field is blank or placeholder; seed candidate generation is blocked for this row.","FIELD_SPECIFIC_NORMALIZATION_PASSES"
