"exerciseName","stableKey","proposedMovementFamily","proposedMovementSubtype","proposalStatus","reviewDebtDecision","humanReviewQuestion","reviewDebtReason","sourceReviewKind","recommendedResolution","seedPatchReadiness","safeForSeedMutation"
"리버스 노르딕 컬","ex_8a3800f1","QUAD_ECCENTRIC_KNEE_DOMINANT_REVIEW","REVERSE_NORDIC_CURL","NEEDS_ROW_REVIEW","STRESS_REVIEW_REQUIRED","NONE","SSC, 감속, 편심, 고축부하 또는 신경계 피로 해석이 남아 있어 일반 템플릿으로 확정하기 어렵습니다.","NONE","KEEP_DRAFT_ONLY_UNTIL_STRESS_MODEL_READY","READY_AFTER_STRESS_REVIEW","NO"
"리버스 런지","ex_c8bcf3ce","LUNGE_SPLIT_SQUAT_VARIANTS","NEEDS_SUBTYPE_REVIEW","NEEDS_SOURCE_REVIEW","STRESS_REVIEW_REQUIRED","NONE","SSC, 감속, 편심, 고축부하 또는 신경계 피로 해석이 남아 있어 일반 템플릿으로 확정하기 어렵습니다.","SOURCE_PLUS_STRESS_REVIEW","KEEP_DRAFT_ONLY_UNTIL_STRESS_MODEL_READY","READY_AFTER_STRESS_REVIEW","NO"
"리어풋 엘리베이티드 스플릿 스쿼트","ex_bb728af2","LUNGE_SPLIT_SQUAT_VARIANTS","NEEDS_SUBTYPE_REVIEW","NEEDS_SOURCE_REVIEW","STRESS_REVIEW_REQUIRED","NONE","SSC, 감속, 편심, 고축부하 또는 신경계 피로 해석이 남아 있어 일반 템플릿으로 확정하기 어렵습니다.","SOURCE_PLUS_STRESS_REVIEW","KEEP_DRAFT_ONLY_UNTIL_STRESS_MODEL_READY","READY_AFTER_STRESS_REVIEW","NO"
"링 로우","ex_282a9d87","ROW_VARIANTS","NEEDS_SUBTYPE_REVIEW","NEEDS_ROW_REVIEW","STRESS_REVIEW_REQUIRED","NONE","SSC, 감속, 편심, 고축부하 또는 신경계 피로 해석이 남아 있어 일반 템플릿으로 확정하기 어렵습니다.","SOURCE_PLUS_STRESS_REVIEW","KEEP_DRAFT_ONLY_UNTIL_STRESS_MODEL_READY","READY_AFTER_STRESS_REVIEW","NO"
"메도우즈 로우","ex_f459ad2a","ROW_VARIANTS","NEEDS_SUBTYPE_REVIEW","NEEDS_ROW_REVIEW","STRESS_REVIEW_REQUIRED","NONE","SSC, 감속, 편심, 고축부하 또는 신경계 피로 해석이 남아 있어 일반 템플릿으로 확정하기 어렵습니다.","SOURCE_PLUS_STRESS_REVIEW","KEEP_DRAFT_ONLY_UNTIL_STRESS_MODEL_READY","READY_AFTER_STRESS_REVIEW","NO"
"바벨 로우","ex_de46b7f6","ROW_VARIANTS","BARBELL_ROW","NEEDS_ROW_REVIEW","STRESS_REVIEW_REQUIRED","NONE","SSC, 감속, 편심, 고축부하 또는 신경계 피로 해석이 남아 있어 일반 템플릿으로 확정하기 어렵습니다.","SOURCE_PLUS_STRESS_REVIEW","KEEP_DRAFT_ONLY_UNTIL_STRESS_MODEL_READY","READY_AFTER_STRESS_REVIEW","NO"
"벤치 딥스","ex_deca2b61","DIP_TRICEPS_PUSH_REVIEW","BENCH_DIP","NEEDS_ROW_REVIEW","STRESS_REVIEW_REQUIRED","NONE","SSC, 감속, 편심, 고축부하 또는 신경계 피로 해석이 남아 있어 일반 템플릿으로 확정하기 어렵습니다.","NONE","KEEP_DRAFT_ONLY_UNTIL_STRESS_MODEL_READY","READY_AFTER_STRESS_REVIEW","NO"
"스미스 머신 런지","ex_1052e9fa","LUNGE_SPLIT_SQUAT_VARIANTS","NEEDS_SUBTYPE_REVIEW","NEEDS_SOURCE_REVIEW","STRESS_REVIEW_REQUIRED","NONE","SSC, 감속, 편심, 고축부하 또는 신경계 피로 해석이 남아 있어 일반 템플릿으로 확정하기 어렵습니다.","SOURCE_PLUS_STRESS_REVIEW","KEEP_DRAFT_ONLY_UNTIL_STRESS_MODEL_READY","READY_AFTER_STRESS_REVIEW","NO"
"스미스 머신 스쿼트","ex_fa3416f6","SQUAT_VARIANTS","NEEDS_SUBTYPE_REVIEW","NEEDS_STRESS_REVIEW","STRESS_REVIEW_REQUIRED","NONE","SSC, 감속, 편심, 고축부하 또는 신경계 피로 해석이 남아 있어 일반 템플릿으로 확정하기 어렵습니다.","NONE","KEEP_DRAFT_ONLY_UNTIL_STRESS_MODEL_READY","READY_AFTER_STRESS_REVIEW","NO"
"스캡 풀업","ex_e1894690","PULL_UP_CHIN_UP_LAT_PULLDOWN_VARIANTS","NEEDS_SUBTYPE_REVIEW","NEEDS_SOURCE_REVIEW","STRESS_REVIEW_REQUIRED","NONE","SSC, 감속, 편심, 고축부하 또는 신경계 피로 해석이 남아 있어 일반 템플릿으로 확정하기 어렵습니다.","SOURCE_PLUS_STRESS_REVIEW","KEEP_DRAFT_ONLY_UNTIL_STRESS_MODEL_READY","READY_AFTER_STRESS_REVIEW","NO"
"스쿼트","barbell_back_squat","SQUAT_VARIANTS","BACK_SQUAT","NEEDS_STRESS_REVIEW","STRESS_REVIEW_REQUIRED","NONE","SSC, 감속, 편심, 고축부하 또는 신경계 피로 해석이 남아 있어 일반 템플릿으로 확정하기 어렵습니다.","NONE","KEEP_DRAFT_ONLY_UNTIL_STRESS_MODEL_READY","READY_AFTER_STRESS_REVIEW","NO"
"스탠딩 카프 레이즈","ex_bd072cd","CALF_RAISE_ANKLE_STIFFNESS_VARIANTS","NEEDS_SUBTYPE_REVIEW","NEEDS_SOURCE_REVIEW","STRESS_REVIEW_REQUIRED","NONE","SSC, 감속, 편심, 고축부하 또는 신경계 피로 해석이 남아 있어 일반 템플릿으로 확정하기 어렵습니다.","SOURCE_PLUS_STRESS_REVIEW","KEEP_DRAFT_ONLY_UNTIL_STRESS_MODEL_READY","READY_AFTER_STRESS_REVIEW","NO"
"스플릿 스쿼트","ex_f2a79d37","LUNGE_SPLIT_SQUAT_VARIANTS","NEEDS_SUBTYPE_REVIEW","NEEDS_SOURCE_REVIEW","STRESS_REVIEW_REQUIRED","NONE","SSC, 감속, 편심, 고축부하 또는 신경계 피로 해석이 남아 있어 일반 템플릿으로 확정하기 어렵습니다.","SOURCE_PLUS_STRESS_REVIEW","KEEP_DRAFT_ONLY_UNTIL_STRESS_MODEL_READY","READY_AFTER_STRESS_REVIEW","NO"
"시티드 원암 케이블 로우","ex_a76f20b6","ROW_VARIANTS","NEEDS_SUBTYPE_REVIEW","NEEDS_ROW_REVIEW","STRESS_REVIEW_REQUIRED","NONE","SSC, 감속, 편심, 고축부하 또는 신경계 피로 해석이 남아 있어 일반 템플릿으로 확정하기 어렵습니다.","SOURCE_PLUS_STRESS_REVIEW","KEEP_DRAFT_ONLY_UNTIL_STRESS_MODEL_READY","READY_AFTER_STRESS_REVIEW","NO"
"시티드 카프 레이즈","ex_5c8751d2","CALF_RAISE_ANKLE_STIFFNESS_VARIANTS","NEEDS_SUBTYPE_REVIEW","NEEDS_SOURCE_REVIEW","STRESS_REVIEW_REQUIRED","NONE","SSC, 감속, 편심, 고축부하 또는 신경계 피로 해석이 남아 있어 일반 템플릿으로 확정하기 어렵습니다.","SOURCE_PLUS_STRESS_REVIEW","KEEP_DRAFT_ONLY_UNTIL_STRESS_MODEL_READY","READY_AFTER_STRESS_REVIEW","NO"
"싱글 레그 글루트 브릿지","ex_5715d6ca","HIP_THRUST_GLUTE_BRIDGE_VARIANTS","NEEDS_SUBTYPE_REVIEW","NEEDS_SOURCE_REVIEW","STRESS_REVIEW_REQUIRED","NONE","SSC, 감속, 편심, 고축부하 또는 신경계 피로 해석이 남아 있어 일반 템플릿으로 확정하기 어렵습니다.","SOURCE_PLUS_STRESS_REVIEW","KEEP_DRAFT_ONLY_UNTIL_STRESS_MODEL_READY","READY_AFTER_STRESS_REVIEW","NO"
"싱글 레그 카프 레이즈","ex_5ca7133f","CALF_RAISE_ANKLE_STIFFNESS_VARIANTS","NEEDS_SUBTYPE_REVIEW","NEEDS_SOURCE_REVIEW","STRESS_REVIEW_REQUIRED","NONE","SSC, 감속, 편심, 고축부하 또는 신경계 피로 해석이 남아 있어 일반 템플릿으로 확정하기 어렵습니다.","SOURCE_PLUS_STRESS_REVIEW","KEEP_DRAFT_ONLY_UNTIL_STRESS_MODEL_READY","READY_AFTER_STRESS_REVIEW","NO"
"싱글 레그 힙 쓰러스트","ex_d634055c","HIP_THRUST_GLUTE_BRIDGE_VARIANTS","NEEDS_SUBTYPE_REVIEW","NEEDS_SOURCE_REVIEW","STRESS_REVIEW_REQUIRED","NONE","SSC, 감속, 편심, 고축부하 또는 신경계 피로 해석이 남아 있어 일반 템플릿으로 확정하기 어렵습니다.","SOURCE_PLUS_STRESS_REVIEW","KEEP_DRAFT_ONLY_UNTIL_STRESS_MODEL_READY","READY_AFTER_STRESS_REVIEW","NO"
"오버헤드 트라이셉스 익스텐션","ex_a9e8859c","OVERHEAD_TRICEPS_LONG_HEAD_REVIEW","OVERHEAD_TRICEPS_EXTENSION","NEEDS_TEMPLATE_DEFINITION","STRESS_REVIEW_REQUIRED","NONE","SSC, 감속, 편심, 고축부하 또는 신경계 피로 해석이 남아 있어 일반 템플릿으로 확정하기 어렵습니다.","NONE","KEEP_DRAFT_ONLY_UNTIL_STRESS_MODEL_READY","READY_AFTER_STRESS_REVIEW","NO"
"워킹 런지","ex_e3715c0b","LUNGE_SPLIT_SQUAT_VARIANTS","NEEDS_SUBTYPE_REVIEW","NEEDS_SOURCE_REVIEW","STRESS_REVIEW_REQUIRED","NONE","SSC, 감속, 편심, 고축부하 또는 신경계 피로 해석이 남아 있어 일반 템플릿으로 확정하기 어렵습니다.","SOURCE_PLUS_STRESS_REVIEW","KEEP_DRAFT_ONLY_UNTIL_STRESS_MODEL_READY","READY_AFTER_STRESS_REVIEW","NO"
"원레그 핵 스쿼트","ex_f1d31d3d","SQUAT_VARIANTS","NEEDS_SUBTYPE_REVIEW","NEEDS_STRESS_REVIEW","STRESS_REVIEW_REQUIRED","NONE","SSC, 감속, 편심, 고축부하 또는 신경계 피로 해석이 남아 있어 일반 템플릿으로 확정하기 어렵습니다.","NONE","KEEP_DRAFT_ONLY_UNTIL_STRESS_MODEL_READY","READY_AFTER_STRESS_REVIEW","NO"
"원암 덤벨 로우","ex_30a0e9aa","ROW_VARIANTS","ONE_ARM_ROW","NEEDS_ROW_REVIEW","STRESS_REVIEW_REQUIRED","NONE","SSC, 감속, 편심, 고축부하 또는 신경계 피로 해석이 남아 있어 일반 템플릿으로 확정하기 어렵습니다.","SOURCE_PLUS_STRESS_REVIEW","KEEP_DRAFT_ONLY_UNTIL_STRESS_MODEL_READY","READY_AFTER_STRESS_REVIEW","NO"
"원암 덤벨 오버헤드 트라이셉스 익스텐션","ex_fdbdf454","OVERHEAD_TRICEPS_LONG_HEAD_REVIEW","ONE_ARM_OVERHEAD_TRICEPS_EXTENSION","NEEDS_TEMPLATE_DEFINITION","STRESS_REVIEW_REQUIRED","NONE","SSC, 감속, 편심, 고축부하 또는 신경계 피로 해석이 남아 있어 일반 템플릿으로 확정하기 어렵습니다.","NONE","KEEP_DRAFT_ONLY_UNTIL_STRESS_MODEL_READY","READY_AFTER_STRESS_REVIEW","NO"
"원암 랫풀다운","ex_32eb8457","PULL_UP_CHIN_UP_LAT_PULLDOWN_VARIANTS","NEEDS_SUBTYPE_REVIEW","NEEDS_SOURCE_REVIEW","STRESS_REVIEW_REQUIRED","NONE","SSC, 감속, 편심, 고축부하 또는 신경계 피로 해석이 남아 있어 일반 템플릿으로 확정하기 어렵습니다.","SOURCE_PLUS_STRESS_REVIEW","KEEP_DRAFT_ONLY_UNTIL_STRESS_MODEL_READY","READY_AFTER_STRESS_REVIEW","NO"
"원암 로우","ex_e3487166","ROW_VARIANTS","NEEDS_SUBTYPE_REVIEW","NEEDS_ROW_REVIEW","STRESS_REVIEW_REQUIRED","NONE","SSC, 감속, 편심, 고축부하 또는 신경계 피로 해석이 남아 있어 일반 템플릿으로 확정하기 어렵습니다.","SOURCE_PLUS_STRESS_REVIEW","KEEP_DRAFT_ONLY_UNTIL_STRESS_MODEL_READY","READY_AFTER_STRESS_REVIEW","NO"
"원암 머신 로우","ex_33d2da8e","ROW_VARIANTS","NEEDS_SUBTYPE_REVIEW","NEEDS_ROW_REVIEW","STRESS_REVIEW_REQUIRED","NONE","SSC, 감속, 편심, 고축부하 또는 신경계 피로 해석이 남아 있어 일반 템플릿으로 확정하기 어렵습니다.","SOURCE_PLUS_STRESS_REVIEW","KEEP_DRAFT_ONLY_UNTIL_STRESS_MODEL_READY","READY_AFTER_STRESS_REVIEW","NO"
"원암 인버티드 로우","ex_d9084b5e","ROW_VARIANTS","NEEDS_SUBTYPE_REVIEW","NEEDS_ROW_REVIEW","STRESS_REVIEW_REQUIRED","NONE","SSC, 감속, 편심, 고축부하 또는 신경계 피로 해석이 남아 있어 일반 템플릿으로 확정하기 어렵습니다.","SOURCE_PLUS_STRESS_REVIEW","KEEP_DRAFT_ONLY_UNTIL_STRESS_MODEL_READY","READY_AFTER_STRESS_REVIEW","NO"
"원암 케이블 하이 로우","ex_40fa57be","ROW_VARIANTS","NEEDS_SUBTYPE_REVIEW","NEEDS_ROW_REVIEW","STRESS_REVIEW_REQUIRED","NONE","SSC, 감속, 편심, 고축부하 또는 신경계 피로 해석이 남아 있어 일반 템플릿으로 확정하기 어렵습니다.","SOURCE_PLUS_STRESS_REVIEW","KEEP_DRAFT_ONLY_UNTIL_STRESS_MODEL_READY","READY_AFTER_STRESS_REVIEW","NO"
"인버티드 로우","ex_e159d15a","ROW_VARIANTS","NEEDS_SUBTYPE_REVIEW","NEEDS_ROW_REVIEW","STRESS_REVIEW_REQUIRED","NONE","SSC, 감속, 편심, 고축부하 또는 신경계 피로 해석이 남아 있어 일반 템플릿으로 확정하기 어렵습니다.","SOURCE_PLUS_STRESS_REVIEW","KEEP_DRAFT_ONLY_UNTIL_STRESS_MODEL_READY","READY_AFTER_STRESS_REVIEW","NO"
"중량 친업","ex_e41e8dcf","PULL_UP_CHIN_UP_LAT_PULLDOWN_VARIANTS","NEEDS_SUBTYPE_REVIEW","NEEDS_SOURCE_REVIEW","STRESS_REVIEW_REQUIRED","NONE","SSC, 감속, 편심, 고축부하 또는 신경계 피로 해석이 남아 있어 일반 템플릿으로 확정하기 어렵습니다.","SOURCE_PLUS_STRESS_REVIEW","KEEP_DRAFT_ONLY_UNTIL_STRESS_MODEL_READY","READY_AFTER_STRESS_REVIEW","NO"
"중량 풀업","ex_e41f4c2b","PULL_UP_CHIN_UP_LAT_PULLDOWN_VARIANTS","WEIGHTED_PULL_UP","NEEDS_SOURCE_REVIEW","STRESS_REVIEW_REQUIRED","NONE","SSC, 감속, 편심, 고축부하 또는 신경계 피로 해석이 남아 있어 일반 템플릿으로 확정하기 어렵습니다.","SOURCE_PLUS_STRESS_REVIEW","KEEP_DRAFT_ONLY_UNTIL_STRESS_MODEL_READY","READY_AFTER_STRESS_REVIEW","NO"
"체스트 서포티드 로우","ex_8e51640a","ROW_VARIANTS","CHEST_SUPPORTED_ROW","NEEDS_ROW_REVIEW","STRESS_REVIEW_REQUIRED","NONE","SSC, 감속, 편심, 고축부하 또는 신경계 피로 해석이 남아 있어 일반 템플릿으로 확정하기 어렵습니다.","SOURCE_PLUS_STRESS_REVIEW","KEEP_DRAFT_ONLY_UNTIL_STRESS_MODEL_READY","READY_AFTER_STRESS_REVIEW","NO"
"체스트 서포티드 원암 덤벨 로우","ex_6a966452","ROW_VARIANTS","CHEST_SUPPORTED_ONE_ARM_DUMBBELL_ROW","NEEDS_ROW_REVIEW","STRESS_REVIEW_REQUIRED","NONE","SSC, 감속, 편심, 고축부하 또는 신경계 피로 해석이 남아 있어 일반 템플릿으로 확정하기 어렵습니다.","SOURCE_PLUS_STRESS_REVIEW","KEEP_DRAFT_ONLY_UNTIL_STRESS_MODEL_READY","READY_AFTER_STRESS_REVIEW","NO"
"체스트 서포티드 원암 로우","ex_462c760e","ROW_VARIANTS","CHEST_SUPPORTED_ONE_ARM_ROW","NEEDS_ROW_REVIEW","STRESS_REVIEW_REQUIRED","NONE","SSC, 감속, 편심, 고축부하 또는 신경계 피로 해석이 남아 있어 일반 템플릿으로 확정하기 어렵습니다.","SOURCE_PLUS_STRESS_REVIEW","KEEP_DRAFT_ONLY_UNTIL_STRESS_MODEL_READY","READY_AFTER_STRESS_REVIEW","NO"
"친업","ex_6466fe77","PULL_UP_CHIN_UP_LAT_PULLDOWN_VARIANTS","NEEDS_SUBTYPE_REVIEW","NEEDS_SOURCE_REVIEW","STRESS_REVIEW_REQUIRED","NONE","SSC, 감속, 편심, 고축부하 또는 신경계 피로 해석이 남아 있어 일반 템플릿으로 확정하기 어렵습니다.","SOURCE_PLUS_STRESS_REVIEW","KEEP_DRAFT_ONLY_UNTIL_STRESS_MODEL_READY","READY_AFTER_STRESS_REVIEW","NO"
"카프 레이즈","ex_f892893e","CALF_RAISE_ANKLE_STIFFNESS_VARIANTS","NEEDS_SUBTYPE_REVIEW","NEEDS_SOURCE_REVIEW","STRESS_REVIEW_REQUIRED","NONE","SSC, 감속, 편심, 고축부하 또는 신경계 피로 해석이 남아 있어 일반 템플릿으로 확정하기 어렵습니다.","SOURCE_PLUS_STRESS_REVIEW","KEEP_DRAFT_ONLY_UNTIL_STRESS_MODEL_READY","READY_AFTER_STRESS_REVIEW","NO"
"케이블 로우","ex_fa31f7a6","ROW_VARIANTS","NEEDS_SUBTYPE_REVIEW","NEEDS_ROW_REVIEW","STRESS_REVIEW_REQUIRED","NONE","SSC, 감속, 편심, 고축부하 또는 신경계 피로 해석이 남아 있어 일반 템플릿으로 확정하기 어렵습니다.","SOURCE_PLUS_STRESS_REVIEW","KEEP_DRAFT_ONLY_UNTIL_STRESS_MODEL_READY","READY_AFTER_STRESS_REVIEW","NO"
"케이블 원암 로우","ex_3c3692aa","ROW_VARIANTS","NEEDS_SUBTYPE_REVIEW","NEEDS_ROW_REVIEW","STRESS_REVIEW_REQUIRED","NONE","SSC, 감속, 편심, 고축부하 또는 신경계 피로 해석이 남아 있어 일반 템플릿으로 확정하기 어렵습니다.","SOURCE_PLUS_STRESS_REVIEW","KEEP_DRAFT_ONLY_UNTIL_STRESS_MODEL_READY","READY_AFTER_STRESS_REVIEW","NO"
"풀업","pull_up","PULL_UP_CHIN_UP_LAT_PULLDOWN_VARIANTS","PULL_UP","NEEDS_SOURCE_REVIEW","STRESS_REVIEW_REQUIRED","NONE","SSC, 감속, 편심, 고축부하 또는 신경계 피로 해석이 남아 있어 일반 템플릿으로 확정하기 어렵습니다.","SOURCE_PLUS_STRESS_REVIEW","KEEP_DRAFT_ONLY_UNTIL_STRESS_MODEL_READY","READY_AFTER_STRESS_REVIEW","NO"
"프론트 스쿼트","ex_c5043892","SQUAT_VARIANTS","FRONT_SQUAT","NEEDS_STRESS_REVIEW","STRESS_REVIEW_REQUIRED","NONE","SSC, 감속, 편심, 고축부하 또는 신경계 피로 해석이 남아 있어 일반 템플릿으로 확정하기 어렵습니다.","NONE","KEEP_DRAFT_ONLY_UNTIL_STRESS_MODEL_READY","READY_AFTER_STRESS_REVIEW","NO"
"프론트풋 엘리베이티드 스플릿 스쿼트","ex_7ce96a7a","LUNGE_SPLIT_SQUAT_VARIANTS","NEEDS_SUBTYPE_REVIEW","NEEDS_SOURCE_REVIEW","STRESS_REVIEW_REQUIRED","NONE","SSC, 감속, 편심, 고축부하 또는 신경계 피로 해석이 남아 있어 일반 템플릿으로 확정하기 어렵습니다.","SOURCE_PLUS_STRESS_REVIEW","KEEP_DRAFT_ONLY_UNTIL_STRESS_MODEL_READY","READY_AFTER_STRESS_REVIEW","NO"
"핵 스쿼트","ex_e9e97659","SQUAT_VARIANTS","NEEDS_SUBTYPE_REVIEW","NEEDS_STRESS_REVIEW","STRESS_REVIEW_REQUIRED","NONE","SSC, 감속, 편심, 고축부하 또는 신경계 피로 해석이 남아 있어 일반 템플릿으로 확정하기 어렵습니다.","NONE","KEEP_DRAFT_ONLY_UNTIL_STRESS_MODEL_READY","READY_AFTER_STRESS_REVIEW","NO"
"힙 쓰러스트","ex_721f7b5b","HIP_THRUST_GLUTE_BRIDGE_VARIANTS","NEEDS_SUBTYPE_REVIEW","NEEDS_SOURCE_REVIEW","STRESS_REVIEW_REQUIRED","NONE","SSC, 감속, 편심, 고축부하 또는 신경계 피로 해석이 남아 있어 일반 템플릿으로 확정하기 어렵습니다.","SOURCE_PLUS_STRESS_REVIEW","KEEP_DRAFT_ONLY_UNTIL_STRESS_MODEL_READY","READY_AFTER_STRESS_REVIEW","NO"
"노르딕 햄스트링 컬","ex_1cf51b6b","NORDIC_HAMSTRING_ECCENTRIC_REVIEW","NORDIC_HAMSTRING_CURL","NEEDS_STRESS_REVIEW","STRESS_REVIEW_REQUIRED","NONE","SSC, 감속, 편심, 고축부하 또는 신경계 피로 해석이 남아 있어 일반 템플릿으로 확정하기 어렵습니다.","NONE","KEEP_DRAFT_ONLY_UNTIL_STRESS_MODEL_READY","READY_AFTER_STRESS_REVIEW","NO"
"드롭 점프","ex_d6726746","PLYOMETRIC_JUMP_VARIANTS","NEEDS_SUBTYPE_REVIEW","NEEDS_STRESS_REVIEW","STRESS_REVIEW_REQUIRED","NONE","SSC, 감속, 편심, 고축부하 또는 신경계 피로 해석이 남아 있어 일반 템플릿으로 확정하기 어렵습니다.","SOURCE_PLUS_STRESS_REVIEW","KEEP_DRAFT_ONLY_UNTIL_STRESS_MODEL_READY","READY_AFTER_STRESS_REVIEW","NO"
"라인 홉","ex_a3ddd8ac","ANKLE_STIFFNESS_SSC_CONDITIONING_REVIEW","LINE_HOP","NEEDS_ROW_REVIEW","STRESS_REVIEW_REQUIRED","NONE","SSC, 감속, 편심, 고축부하 또는 신경계 피로 해석이 남아 있어 일반 템플릿으로 확정하기 어렵습니다.","NONE","KEEP_DRAFT_ONLY_UNTIL_STRESS_MODEL_READY","READY_AFTER_STRESS_REVIEW","NO"
"래터럴 바운드","ex_34e7d21","LATERAL_BOUND_LANDING_DECELERATION_VARIANTS","LATERAL_BOUND_TO_STICK","NEEDS_STRESS_REVIEW","STRESS_REVIEW_REQUIRED","NONE","SSC, 감속, 편심, 고축부하 또는 신경계 피로 해석이 남아 있어 일반 템플릿으로 확정하기 어렵습니다.","SOURCE_PLUS_STRESS_REVIEW","KEEP_DRAFT_ONLY_UNTIL_STRESS_MODEL_READY","READY_AFTER_STRESS_REVIEW","NO"
