stableKey,korean,english,provenance,source
cable_lift,낮은 케이블을 대각선 위로 들어 올리며 골반과 몸통 회전을 제어한다.,"Lift the low cable diagonally upward, controlling pelvic and torso rotation.",CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
cable_overhead_triceps_extension,팔을 머리 위에 둔 상태에서 팔꿈치를 펴 삼두를 훈련한다. 삼두 장두 보완에 좋다.,Train your triceps by keeping your arms above your head and extending your elbows. It is good for supplementing the triceps and long heads.,CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
cable_pallof_press,몸 옆에서 당기는 밴드나 케이블을 가슴 앞에서 밀어낸다. 몸통이 돌아가지 않게 버티며 코어 안정성을 익힌다.,Push a band or cable pulled from the side of your body in front of your chest. Prevent your torso from rotating and learn core stability.,CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
cable_rear_delt_fly,팔을 벌려 후면삼각근을 수축한다. 어깨 뒤쪽 볼륨과 견갑 안정성을 보완한다.,Open your arms and contract your rear deltoid muscles. Complements back shoulder volume and shoulder stability.,CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
cable_woodchop,케이블 저항을 따라 몸통과 골반을 함께 회전시키며 대각선으로 당긴다.,Rotate your torso and pelvis together according to the resistance of the cable and pull diagonally.,CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
chest_supported_row_machine,가슴을 패드나 벤치에 기대고 당긴다. 허리 반동을 줄이고 등 근육에 집중하기 좋다.,Pull your chest against a pad or bench. It is good to reduce back recoil and focus on your back muscles.,CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
dumbbell_chest_supported_row,가슴을 패드나 벤치에 기대고 당긴다. 허리 반동을 줄이고 등 근육에 집중하기 좋다.,Pull your chest against a pad or bench. It is good to reduce back recoil and focus on your back muscles.,CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
dumbbell_farmer_carry,"파머스 캐리: 그립/코어/보행안정성을 목표로 짧고 선명하게 수행한다. 속도보다 착지, 정지, 몸통 안정성을 먼저 확인한다.","Farmer's Carry: Perform briefly and clearly, targeting grip/core/gait stability. Check landing, stopping, and body stability first rather than speed.",CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
dumbbell_goblet_squat,"고블릿 스쿼트: 하체힘/코어/스쿼트패턴을 목표로 짧고 선명하게 수행한다. 속도보다 착지, 정지, 몸통 안정성을 먼저 확인한다.","Goblet squat: Perform briefly and clearly, targeting lower body strength/core/squat pattern. Check landing, stopping, and body stability first rather than speed.",CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
dumbbell_lying_triceps_extension,누운 상태에서 팔꿈치를 굽혀 이마 뒤쪽으로 내렸다가 편다. 팔꿈치가 벌어지지 않게 통제한다.,"While lying down, bend your elbows and lower them behind your forehead, then straighten them. Control your elbows from spreading.",CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
dumbbell_overhead_triceps_extension,팔을 머리 위에 둔 상태에서 팔꿈치를 펴 삼두를 훈련한다. 삼두 장두 보완에 좋다.,Train your triceps by keeping your arms above your head and extending your elbows. It is good for supplementing the triceps and long heads.,CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
dumbbell_preacher_curl,팔꿈치를 패드에 고정해 반동을 줄이고 컬한다. 아놀드식 팔 훈련에서 자주 보이는 이두 고립운동이다.,Fix your elbows on the pad to reduce recoil and curl. This is a biceps isolation exercise often seen in Arnold-style arm training.,CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
dumbbell_rear_delt_fly,팔을 벌려 후면삼각근을 수축한다. 어깨 뒤쪽 볼륨과 견갑 안정성을 보완한다.,Open your arms and contract your rear deltoid muscles. Complements back shoulder volume and shoulder stability.,CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
dumbbell_reverse_wrist_curl,손등이 위를 향한 상태에서 손목을 들어 올린다. 손목 굴곡 운동과 균형을 맞춰 전완을 보강한다.,Raise your wrist with the back of your hand facing upward. Strengthens the forearm in balance with wrist flexion exercises.,CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
dumbbell_romanian_deadlift,양손의 덤벨을 허벅지 앞이나 옆에 두고 엉덩이를 뒤로 보내며 내려간다. 좌우 독립 하중을 통제하며 햄스트링과 둔근을 훈련한다.,Place the dumbbells in both hands in front or next to your thighs and lower them while sending your hips back. Control the left and right independent loads and train your hamstrings and glutes.,CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
dumbbell_single_leg_rdl,앞다리에 대부분의 체중과 부하를 싣고 엉덩이를 뒤로 보내며 힙힌지한다. 반대쪽 발은 균형을 위해 뒤에 가볍게 접지할 수 있으며 앞다리의 햄스트링·둔근과 골반·몸통 안정성을 훈련한다.,"Place most of your weight and load on your front leg and send your hips back to do hip hinge. The opposite foot can be lightly grounded behind you for balance and trains the hamstrings, glutes, pelvis, and torso stability of the front leg.",CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
dumbbell_spider_curl,가슴을 벤치에 기대고 팔을 아래로 늘어뜨린 뒤 컬한다. 반동을 줄이고 상단 수축을 명확히 만든다.,"Lean your chest against the bench, let your arms hang down, and curl them. Reduces recoil and makes top contraction clearer.",CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
dumbbell_woodchop,덤벨을 대각선으로 이동하며 골반과 몸통 회전을 연결하고 끝 범위를 제어한다.,Move the dumbbells diagonally to connect the pelvis and torso rotation and control the end range.,CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_1052e9fa,고정 궤도에서 런지 자세로 내려갔다 올라온다. 균형 부담을 낮추고 한쪽 다리 자극을 명확히 한다.,Go down and come up from a lunge position on a fixed track. Reduces the balance burden and clearly stimulates one leg.,CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_149730de,발목과 고관절을 부드럽게 움직여 풋워크 전 관절 범위를 확보한다. 고강도 점프 전 준비운동으로 쓴다.,Move your ankles and hip joints smoothly to ensure full joint range of footwork. Used as a warm-up exercise before high-intensity jumps.,CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_16b298db,무릎이나 발목에 밴드를 걸고 옆으로 걷는다. 러닝과 스쿼트에서 골반이 무너지는 것을 줄이는 보조운동이다.,Place a band around your knees or ankles and walk sideways. This is an auxiliary exercise to reduce pelvic collapse during running and squats.,CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_1a4858d7,농구: 실제 종목 동작에 가깝게 수행한다. 시간과 강도를 기록해 다음 훈련의 기준으로 삼는다.,Basketball: Perform close to actual game movements. Record the time and intensity and use it as a standard for the next training.,CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_1a4bbdcf,축구: 실제 종목 동작에 가깝게 수행한다. 시간과 강도를 기록해 다음 훈련의 기준으로 삼는다.,Soccer: Perform closely to actual game movements. Record the time and intensity and use it as a standard for the next training.,CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_1c7f2342,정해진 순서 없이 여러 방향으로 움직이고 중앙으로 회복한다. 경기 상황에 가까운 풋워크 품질을 본다.,It moves in various directions in no set order and returns to the center. We see footwork quality close to game situations.,CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_1cf51b6b,무릎을 고정하고 몸을 천천히 앞으로 내린다. 급정지와 감속에서 햄스트링 보호 능력을 기른다.,Lock your knees and slowly lower your body forward. Develop hamstring protection ability during sudden stops and deceleration.,CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_1dbee10e,등과 견갑을 패드에 안정적으로 고정하고 손잡이를 앞으로 민다. 초보자가 가슴 프레스 패턴을 안전하게 익히기 좋다.,Keep your back and shoulder blades stable on the pad and push the handle forward. It is good for beginners to safely learn the chest press pattern.,CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_2055b629,"애질리티 래더: 발빠름/협응/리듬을 목표로 짧고 선명하게 수행한다. 속도보다 착지, 정지, 몸통 안정성을 먼저 확인한다.","Agility Ladder: Perform briefly and clearly with the goal of foot speed/coordination/rhythm. Check landing, stopping, and body stability first rather than speed.",CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_216351a1,낮은 강도로 셔틀콕을 줍고 중앙으로 돌아온다. 피로가 큰 주에 움직임 감각만 유지하는 드릴이다.,Pick up the shuttlecock with low intensity and return to the center. This is a drill that maintains only the sense of movement during weeks of great fatigue.,CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_27b3deb5,일반 벤치보다 손 간격을 좁혀 밀어 올린다. 손목과 어깨가 불편하면 간격을 조금 넓혀 조절한다.,"Push up with your hands spaced closer together than on a regular bench. If your wrists and shoulders are uncomfortable, adjust the gap by slightly widening it.",CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_281347da,"덤벨 컬: 자세와 관절 정렬을 유지한 채 반복한다. 주동근은 이두근이고, 전완근이 흔들리지 않게 보조한다.","Dumbbell Curl: Repeat while maintaining posture and joint alignment. The prime mover is the biceps, and the forearm muscles assist to keep it steady.",CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_2822ec2e,머신에서 무릎을 굽혀 햄스트링을 수축한다. 하체 후면 볼륨과 무릎 안정성 보완에 좋다.,"On the machine, bend your knees and contract your hamstrings. It is good for supplementing the volume of the back of the lower body and knee stability.",CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_282a9d87,링을 잡고 몸을 당긴다. 손목과 어깨 각도를 자연스럽게 조절할 수 있어 견갑 안정성 확인에 좋다.,Grab the ring and pull your body. It is good for checking shoulder stability as it allows you to naturally adjust the angle of your wrist and shoulder.,CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_28347c1f,네발기기 자세에서 반대 팔과 다리를 뻗는다. 골반이 돌아가지 않게 버티며 몸통 안정성을 훈련한다.,"From a four-legged position, extend the opposite arm and leg. Train your torso stability by preventing your pelvis from rotating.",CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_284ecca6,엎드려 팔과 다리를 들어 올린다. 허리를 과하게 꺾기보다 등 뒤쪽 근육을 부드럽게 수축한다.,"Lie down on your stomach and lift your arms and legs. Rather than arching your back excessively, gently contract the muscles in your back.",CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_28902b13,"푸시업: 자세와 관절 정렬을 유지한 채 반복한다. 주동근은 대흉근이고, 삼두근/전면삼각근/코어이 흔들리지 않게 보조한다.","Push-ups: Repeat while maintaining posture and joint alignment. The prime mover is the pectoralis major, and the triceps/front deltoid/core assists to keep it steady.",CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_2892da5a,엄지가 위를 향하게 들고 컬한다. 팔 두께와 그립 보조에 좋고 배드민턴 전완 보강에도 쓸 수 있다.,Curl with your thumb pointing upward. It is good for arm thickness and grip support and can also be used to strengthen the forearm in badminton.,CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_2a826c82,허리를 바닥에 붙이고 팔과 다리를 뻗은 채 버틴다. 몸통이 꺾이지 않는 기본 코어 긴장을 만든다.,Place your lower back on the floor and hold on with your arms and legs extended. Create basic core tension that prevents your torso from bending.,CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_2f3b56d0,테니스: 실제 종목 동작에 가깝게 수행한다. 시간과 강도를 기록해 다음 훈련의 기준으로 삼는다.,Tennis: Perform closely to actual game movements. Record the time and intensity and use it as a standard for the next training.,CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_30a0e9aa,한 손과 무릎을 벤치에 대고 덤벨을 옆구리로 당긴다. 좌우 등 힘 차이와 견갑 제어를 보기 좋다.,Place one hand and knee on the bench and pull the dumbbell to your side. It's nice to see the difference in strength between the left and right backs and shoulder control.,CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_314df428,한발로 짧게 뛰고 같은 발로 조용히 착지해 멈춘다. 급정지와 재가속 전 한발 착지 안정성을 점검한다.,"Jump briefly on one foot, land quietly on the same foot, and stop. Check the stability of one foot landing before sudden stopping and re-acceleration.",CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_32219f7a,"오버헤드 프레스: 자세와 관절 정렬을 유지한 채 반복한다. 주동근은 전면삼각근/측면삼각근이고, 삼두근/코어이 흔들리지 않게 보조한다.","Overhead Press: Repeat while maintaining posture and joint alignment. The main activating muscles are the front deltoid/lateral deltoid, and they assist to keep the triceps/core steady.",CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_32eb8457,한 팔씩 위에서 아래로 당겨 팔꿈치를 옆구리 쪽으로 보낸다. 광배근 좌우 차이를 확인하기 쉽다.,Pull one arm at a time from top to bottom and send your elbow toward your side. It is easy to check the difference between the left and right lats.,CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_33841b88,코트 여섯 방향으로 이동하고 중앙으로 회복한다. 배드민턴의 기본 이동 패턴과 방향전환·감속·회복 리듬을 반복한다.,"Move to six directions on the court and return to the center. Badminton's basic movement patterns and rhythm of direction change, deceleration, and recovery are repeated.",CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_33d2da8e,머신 핸들을 한쪽씩 당긴다. 궤도가 안정돼 있어 고중량에서도 좌우 등 사용량을 따로 보기 쉽다.,"Pull the machine handle to one side at a time. Because the orbit is stable, it is easy to see the usage of the left and right sides separately even at high weights.",CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_34e7d21,한쪽으로 바운드한 뒤 착지마다 완전히 멈춰 무릎·고관절 정렬과 감속 통제를 확인한다.,"After bouncing to one side, stop completely at each landing to check knee and hip joint alignment and deceleration control.",CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_377448a9,스플릿 스텝 후 좌우 중 한 방향으로 런지하고 균형을 잡는다. 배드민턴 수비 첫 발과 감속을 함께 연습한다.,"After the split step, lunge in either left or right direction and maintain balance. Practice badminton defense first step and deceleration together.",CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_389920ab,등을 바닥에 두고 엉덩이를 들어 올린다. 허리를 꺾지 않고 둔근으로 골반을 펴는 감각을 확인한다.,Place your back on the floor and lift your buttocks. Make sure you feel the sensation of straightening your pelvis with your glutes without bending your lower back.,CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_389e0556,한쪽 팔로 덤벨을 밀어 올리며 몸통이 돌아가지 않게 버틴다. 가슴 프레스와 좌우 안정성을 함께 기록하기 좋다.,Push up the dumbbell with one arm and hold it so that your torso does not rotate. It is good to record chest press and left and right stability together.,CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_3a7d3eda,양손 덤벨을 가슴 옆까지 낮춘 뒤 위로 민다. 로니 콜먼식 고중량 덤벨 프레스 계열의 기본형이다.,Lower the dumbbells in both hands to the side of your chest and then push them up. This is the basic model of the Ronnie Coleman style heavy dumbbell press series.,CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_3c3692aa,"케이블 원암 로우: 자세와 관절 정렬을 유지한 채 반복한다. 주동근은 광배근/능형근이고, 이두근/후면삼각근/코어이 흔들리지 않게 보조한다.","Cable one-arm row: Repeat while maintaining posture and joint alignment. The main activating muscles are the lats/rhomboids, and the biceps/rear deltoids/core assist to keep them steady.",CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_3caa236b,엉덩이를 높이고 머리가 바닥 쪽으로 내려가게 밀어낸다. 맨몸으로 오버헤드 프레스 패턴을 연습한다.,Raise your hips and push your head down toward the floor. Practice overhead press patterns with your body.,CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_3d5719de,케이블 손잡이를 한 팔씩 말아 올린다. 팔꿈치를 고정해 좌우 이두 수축 차이를 보기 쉽다.,"Roll up the cable handle one arm at a time. By fixing the elbows, it is easy to see the difference in contraction of the left and right biceps.",CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_3f184ef9,"버피: 전신컨디셔닝/파워/심폐을 목표로 짧고 선명하게 수행한다. 속도보다 착지, 정지, 몸통 안정성을 먼저 확인한다.","Burpees: Perform briefly and clearly with the goal of full body conditioning/power/cardiopulmonary. Check landing, stopping, and body stability first rather than speed.",CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_40fa57be,높은 케이블을 한쪽 팔로 대각선 아래로 당긴다. 스매시 후 당기는 패턴과 견갑 하강을 보강한다.,Pull the high cable diagonally downward with one arm. Reinforces the pulling pattern and shoulder drop after the smash.,CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_421ba24b,"좌우 방향을 무작위로 오가며 셔틀콕을 줍는다. 사이드 스텝, 런지 감속, 중앙 복귀 리듬을 강화한다.","Pick up shuttlecocks by randomly moving left and right. Strengthen the rhythm of side steps, lunge deceleration, and return to center.",CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_4255e429,앞코트와 뒤코트 방향을 무작위로 오가며 셔틀콕을 줍는다. 네트 대시와 후방 회복의 첫 발 반응을 훈련한다.,Pick up shuttlecocks by going back and forth between the front and back courts at random. Train first step reaction of net dash and backward recovery.,CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_442617f6,케이블을 한 팔씩 몸 앞쪽으로 모은다. 몸통 회전을 억제하면서 가슴 수축과 좌우 차이를 따로 본다.,"Bring the cable together, one arm at a time, in front of your body. While suppressing torso rotation, check chest contraction and left and right differences separately.",CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_462c760e,가슴을 머신 패드에 지지하고 한 팔씩 당긴다. 허리 반동을 줄이고 등 수축과 좌우 차이를 기록한다.,Support your chest on the machine pad and pull one arm at a time. Reduce back recoil and record back contraction and difference between left and right sides.,CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_4773b6ea,린단의 트랙 스프린트 훈련 보도를 참고한 항목이다. 짧은 질주와 충분한 휴식으로 폭발적 이동 속도를 기른다.,This item is a reference to Lin Dan’s report on track sprint training. Develop explosive movement speed through short sprints and sufficient rest.,CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_4aa3725a,등받이에 기대어 어깨 위로 밀어 올린다. 몸통 안정성이 부족한 초보자가 어깨 프레스 힘을 쌓기 좋다.,Lean against the backrest and push it up onto your shoulders. This is good for beginners who lack torso stability to build shoulder press strength.,CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_4c76dbb2,케이블을 다리 사이로 잡고 엉덩이를 뒤로 보냈다가 편다. 허리보다 둔근과 햄스트링으로 마무리한다.,Hold the cable between your legs and push your buttocks back and straighten. Finish with your glutes and hamstrings rather than your lower back.,CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_4c779df2,케이블을 양손으로 모아 가슴을 수축한다. 프레스 후 가슴 볼륨을 보완하는 고립운동이다.,Bring the cable together with both hands and contract your chest. This is an isolation exercise that complements chest volume after pressing.,CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_5004ca76,린단 경기 특성인 템포 변화와 코트 장악을 참고한 드릴이다. 느린 이동에서 급가속으로 전환하는 패턴을 반복한다.,"This drill is based on tempo changes and court control, which are characteristics of Lin Dan's game. Repeat the pattern of switching from slow movement to rapid acceleration.",CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_516f4456,가슴을 벤치에 기대고 팔을 아래로 늘어뜨린 뒤 컬한다. 반동을 줄이고 상단 수축을 명확히 만든다.,"Lean your chest against the bench, let your arms hang down, and curl them. Reduces recoil and makes top contraction clearer.",CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_5322f2d1,한 팔씩 케이블을 아래로 밀어 팔꿈치를 편다. 팔꿈치를 몸 옆에 고정해 좌우 삼두 차이를 확인한다.,"Push the cable down with one arm at a time, straightening your elbows. Fix your elbows next to your body and check the difference between your left and right triceps.",CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_5c8751d2,무릎을 굽힌 상태에서 뒤꿈치를 들어 올린다. 코트 푸시와 착지에 필요한 종아리 지구력 보강용이다.,Bend your knees and lift your heels. It is used to strengthen the calf endurance required for court pushing and landing.,CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_5ca7133f,한쪽 발로 뒤꿈치를 들어 올린다. 첫 발 반응과 착지에 필요한 발목 탄성의 좌우 차이를 보기 좋다.,Lift the heel of one foot. It is good to see the difference between the left and right ankle elasticity required for first step reaction and landing.,CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_6232f4bc,낮은 박스에 한 발씩 올라서며 골반과 무릎이 흔들리지 않게 제어한다. 어려운 한발 운동 전 단계로 쓴다.,"Stand on the low box with one foot at a time, controlling your pelvis and knees to keep them steady. Used before a difficult one-leg exercise.",CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_64422511,무작위 신호에 따라 방향을 바꾸고 멈춘 뒤 다시 출발한다. 첫 스텝과 감속 후 재출발을 함께 훈련한다.,"It changes direction at a random signal, stops, and starts again. Train the first step, deceleration and restart together.",CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_644e0f9d,팔과 다리를 동시에 들어 몸을 접는다. 허리가 과하게 뜨지 않게 짧은 범위부터 통제한다.,Lift your arms and legs at the same time and fold your body. Start from a short range to avoid overextending your waist.,CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_6463edad,몸을 약간 앞으로 기울여 내려갔다가 밀어 올린다. 고전 보디빌딩 루틴에서 가슴과 삼두 보강에 자주 쓰인다.,"Lean your body slightly forward, go down, and then push up. It is often used to strengthen the chest and triceps in classic bodybuilding routines.",CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_64644b5e,"런지: 자세와 관절 정렬을 유지한 채 반복한다. 주동근은 대퇴사두근/둔근이고, 햄스트링/코어이 흔들리지 않게 보조한다.","Lunge: Repeat while maintaining posture and joint alignment. The main activating muscles are the quadriceps/gluteus, and the hamstrings/core assist to keep it steady.",CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_64661229,벽에 등을 기대고 무릎을 굽힌 상태로 버틴다. 무릎 각도와 허리 위치를 일정하게 유지한다.,Lean your back against the wall and keep your knees bent. Keep your knee angle and waist position constant.,CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_6466fe77,손바닥이 몸을 향하게 잡고 가슴을 바까지 당긴다. 팔꿈치 굴곡과 등 통합 힘을 함께 기른다.,Hold your palms facing your body and pull your chest up to the bar. Develop elbow flexion and back integration strength together.,CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_681d9ed2,러닝: 호흡과 페이스를 일정하게 유지하며 수행한다. 강도는 중강도 기준으로 무리 없이 조절한다.,Running: Perform while keeping breathing and pace constant. The intensity can be adjusted without difficulty based on medium intensity.,CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_681eed4a,수영: 호흡과 페이스를 일정하게 유지하며 수행한다. 강도는 중강도 기준으로 무리 없이 조절한다.,Swimming: Perform while keeping your breathing and pace constant. The intensity can be adjusted without difficulty based on medium intensity.,CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_69a56484,박스 위에서 한쪽 다리로 버티며 반대 발을 옆으로 낮춘다. 무릎이 안쪽으로 무너지지 않게 제어하는 훈련이다.,Stand on the box with one leg and lower the opposite foot to the side. This is an exercise to control your knees from collapsing inward.,CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_6a966452,가슴을 벤치에 기대고 한 팔씩 당긴다. 허리 반동을 줄여 등 수축과 좌우 차이를 더 깔끔하게 기록할 수 있다.,"Lean your chest against the bench and pull one arm at a time. By reducing back recoil, back contraction and left and right differences can be recorded more clearly.",CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_704cbf1a,박스 위로 한 발씩 올라서며 완전히 펴고 내려온다. 코트 전진 동작과 한발 추진력을 보강한다.,Step up onto the box one foot at a time and fully straighten out before coming down. Reinforces court forward movement and one-foot propulsion.,CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_708e64ce,벤치에 누워 덤벨을 머리 뒤로 내렸다가 가슴 위로 끌어온다. 고전 보디빌딩의 흉곽/등 보조 운동이다.,"Lie down on a bench, lower the dumbbells behind your head, and then bring them up to your chest. This is a rib cage/back assistance exercise in classic bodybuilding.",CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_70f19bf,기둥이나 랙을 잡고 몸을 기울인 상태에서 팔을 옆으로 든다. 측면삼각근의 긴 범위를 천천히 쓴다.,"Hold onto a pole or rack, lean your body, and raise your arms to your sides. Slowly use the long range of the lateral deltoid muscles.",CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_7176cbee,팔을 벌려 후면삼각근을 수축한다. 어깨 뒤쪽 볼륨과 견갑 안정성을 보완한다.,Open your arms and contract your rear deltoid muscles. Complements back shoulder volume and shoulder stability.,CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
